src,dst,messages_sent,messages_received,messages_total,contribution_index
fabiohonorio4,fabiohonorio4,1,1,2,0.0
fat32_eth,bellbrand,1,0,1,1.0
fernandoobernal,fernandoobernal,1,1,2,0.0
game_of_allure,game_of_allure,2,2,4,0.0
hokinadbigwin,hokinadbigwin,1,1,2,0.0
iistrohhut,iistrohhut,1,1,2,0.0
imran61526,imran61526,1,1,2,0.0
kadirezici,kadirezici,1,1,2,0.0
kazumannft,kazumannft,2,2,4,0.0
lana75623218,lana75623218,1,1,2,0.0
lumzyolu,lumzyolu,1,1,2,0.0
marketgem,marketgem,1,1,2,0.0
maxicallout,maxicallout,1,1,2,0.0
mebmdb,mebmdb,1,1,2,0.0
mg3abbasoglu,mg3abbasoglu,1,1,2,0.0
mustafa10774625,mustafa10774625,1,1,2,0.0
nandharjaya,nandharjaya,1,1,2,0.0
odnoliub19,odnoliub19,1,1,2,0.0
picknormanpls,picknormanpls,1,1,2,0.0
reimilyy,reimilyy,1,1,2,0.0
romisonkar__,romisonkar__,2,2,4,0.0
sexykitfnrp,sexykitfnrp,1,1,2,0.0
seyeon94573567,seyeon94573567,1,1,2,0.0
shy5oo,shy5oo,1,1,2,0.0
truongconghoa13,truongconghoa13,1,1,2,0.0
unitedredss1,victorosimhen9,1,0,1,1.0
yuri_kariweb,yuri_kariweb,1,1,2,0.0
333tezclub,333tezclub,1,1,2,0.0
__okuribito_,__okuribito_,1,1,2,0.0
ahmett_oztekin,ahmett_oztekin,1,1,2,0.0
akumengbigwin,akumengbigwin,1,1,2,0.0
ankitdhanraj1,ankitdhanraj1,1,1,2,0.0
anthony17076844,anthony17076844,1,1,2,0.0
artjetic,artjetic,1,1,2,0.0
axionfuture,axionfuture,3,3,6,0.0
bhingdebonair,bhingdebonair,1,1,2,0.0
bsubhashana,realmetanurse,0,1,1,-1.0
coral1slover,coral1slover,1,1,2,0.0
cuanterus100x,cuanterus100x,2,2,4,0.0
djgunz9ja,djgunz9ja,1,1,2,0.0
downlj,downlj,1,1,2,0.0
ecd_rs,ecd_rs,1,1,2,0.0
eugen_tron,eugen_tron,1,1,2,0.0
fierasfercrypto,fierasfercrypto,3,3,6,0.0
g64942507glass,g64942507glass,1,1,2,0.0
gozlerimkanli31,gozlerimkanli31,1,1,2,0.0
greed2fear,greed2fear,2,2,4,0.0
gv_ghe,gv_ghe,1,1,2,0.0
hyoko_taro,hyoko_taro,1,1,2,0.0
itends1withus,itends1withus,1,1,2,0.0
jahedsami13,jahedsami13,1,1,2,0.0
jianglisheng558,jianglisheng558,1,1,2,0.0
kaixuan1233,kaixuan1233,2,2,4,0.0
khosrowkazemi,khosrowkazemi,3,3,6,0.0
kyh523navercom1,kyh523navercom1,1,1,2,0.0
linzie68582414,linzie68582414,2,2,4,0.0
m1__eth,m1__eth,23,23,46,0.0
maksim008415751,maksim008415751,1,1,2,0.0
pcaragort24,pcaragort24,1,1,2,0.0
pickfortunata,pickfortunata,1,1,2,0.0
pmyangmaubokep,pmyangmaubokep,1,1,2,0.0
ppuffgbuttercup,ppuffgbuttercup,1,1,2,0.0
seremonikals,seremonikals,1,1,2,0.0
sevill39087974,sevill39087974,1,1,2,0.0
shirokumasansan,shirokumasansan,1,1,2,0.0
smtongn,smtongn,1,1,2,0.0
syzstem,syzstem,1,1,2,0.0
tony_bucharest,tony_bucharest,1,1,2,0.0
tsasks,tsasks,1,1,2,0.0
tyrn_47,tyrn_47,2,2,4,0.0
ugurkose_,whynot_btc,0,1,1,-1.0
uriiminjeong,uriiminjeong,1,1,2,0.0
whcspp,u_uhm_,1,0,1,1.0
whorainzone6,whorainzone6,1,1,2,0.0
whyserhat,whyserhat,1,1,2,0.0
zihad1kb,zihad1kb,1,1,2,0.0
aktertohomina2,aktertohomina2,1,1,2,0.0
aliduman070,aliduman070,1,1,2,0.0
assil_safae,assil_safae,1,1,2,0.0
azahcrypto,azahcrypto,1,1,2,0.0
bamtheslave,bamtheslave,1,1,2,0.0
be23_nft,be23_nft,5,5,10,0.0
bitcoin_wisdom,bitcoin_wisdom,1,1,2,0.0
blockbrowne,blockbrowne,1,1,2,0.0
brdtop,brdtop,1,1,2,0.0
bsubhashana,j3s3rli,1,0,1,1.0
chotifataakdi,chotifataakdi,1,1,2,0.0
coalmaster,coalmaster,1,1,2,0.0
cryptobender35,tahir_tertemiz,0,1,1,-1.0
cryptonit14,cryptonit14,1,1,2,0.0
defibigas,defibigas,1,1,2,0.0
denis_volaric,denis_volaric,1,1,2,0.0
direnclibirbey,direnclibirbey,1,1,2,0.0
drlove62301374,drlove62301374,1,1,2,0.0
elizabe01742451,elizabe01742451,1,1,2,0.0
emrysr89,emrysr89,1,1,2,0.0
enginsarkaya2,enginsarkaya2,1,1,2,0.0
fadilkizar,fadilkizar,1,1,2,0.0
feirersteven,feirersteven,1,1,2,0.0
felicia_link9,felicia_link9,1,1,2,0.0
fiat_2_btc,fiat_2_btc,3,3,6,0.0
henrikkalles,henrikkalles,1,1,2,0.0
j3s3rli,bsubhashana,0,1,1,-1.0
jaesorian0,jaesorian0,1,1,2,0.0
jazlove417,jazlove417,1,1,2,0.0
jraw_2nasty,jraw_2nasty,2,2,4,0.0
karen_humetu08,x4_btc,0,1,1,-1.0
kintsugi_btc,mahill1996,0,1,1,-1.0
lkcashin,satoshidisco,1,0,1,1.0
manouk988,manouk988,1,1,2,0.0
mapolshark,mapolshark,2,2,4,0.0
muskaan41309541,muskaan41309541,1,1,2,0.0
oavvsova6gqmkyk,oavvsova6gqmkyk,1,1,2,0.0
okhvoectory,okhvoectory,1,1,2,0.0
ozanaydinfl,ozanaydinfl,1,1,2,0.0
pamukkalesever,whynot_btc,0,1,1,-1.0
papaclarkybtc,papaclarkybtc,2,2,4,0.0
pray_eth,pray_eth,1,1,2,0.0
rayanelfellah1,rayanelfellah1,1,1,2,0.0
rico_mx2020,coudronmattias,0,1,1,-1.0
rossgra49944075,rossgra49944075,2,2,4,0.0
sashiminakamoto,scotchtape1990,0,1,1,-1.0
shimantopal,shimantopal,1,1,2,0.0
taira_ichi33,taira_ichi33,1,1,2,0.0
torbair,cora_btc,0,1,1,-1.0
aivaroreynoso,aivaroreynoso,1,1,2,0.0
andrei_rancenft,andrei_rancenft,1,1,2,0.0
angelramos_503,alanra__,0,1,1,-1.0
annie61238278,annie61238278,4,4,8,0.0
aprilwin1234,aprilwin1234,1,1,2,0.0
bunyaminmujdeci,bunyaminmujdeci,1,1,2,0.0
cloyplumo,cloyplumo,1,1,2,0.0
daffn8000,digitalhaozi,0,1,1,-1.0
dddd34656996,wallstreetpro,1,0,1,1.0
drozcanyilmazz,drozcanyilmazz,1,1,2,0.0
edu43502218,edu43502218,1,1,2,0.0
emirsaral18,emirsaral18,1,1,2,0.0
enk12zlbnul4zrq,enk12zlbnul4zrq,1,1,2,0.0
erik293jamson,erik293jamson,4,4,8,0.0
fortissimo24h,fortissimo24h,1,1,2,0.0
gehirnchirurg,gehirnchirurg,1,1,2,0.0
ikhtiarctx_,ikhtiarctx_,1,1,2,0.0
im2piece,im2piece,1,1,2,0.0
ismail_adatepe,ismail_adatepe,1,1,2,0.0
jamkkodaes,jamkkodaes,1,1,2,0.0
jofromko,jofromko,2,2,4,0.0
liberty4mankind,liberty4mankind,1,1,2,0.0
llanr0g,llanr0g,2,2,4,0.0
luckviest,luckviest,1,1,2,0.0
m1__eth,angel_funsized,2,0,2,1.0
mehmetd46228262,mehmetd46228262,1,1,2,0.0
mohsenn45681968,mohsenn45681968,2,2,4,0.0
nao5575,nao5575,3,3,6,0.0
nascimentoab,fernandoulpoor,1,0,1,1.0
ohyoublockhead,ribsauce,0,1,1,-1.0
ozk_k08,ozk_k08,4,4,8,0.0
p4eewcu8waferem,p4eewcu8waferem,1,1,2,0.0
perepelkinegs,perepelkinegs,1,1,2,0.0
plypanid,plypanid,1,1,2,0.0
poap_nft_btc,lofimoonmen,2,0,2,1.0
seydihantekin,seydihantekin,1,1,2,0.0
shillcoinmarket,shillcoinmarket,1,1,2,0.0
shiringha2,shiringha2,1,1,2,0.0
simurg_takoran,simurg_takoran,1,1,2,0.0
superrarerares,superrarerares,1,1,2,0.0
trader_gia,trader_gia,1,1,2,0.0
tree2me_,vanlinh50558353,0,1,1,-1.0
vekialeks,vekialeks,1,1,2,0.0
vergara9rv,reycryptoo,1,0,1,1.0
vizique,mx12levins,0,1,1,-1.0
xrpmax,xrpmax,1,1,2,0.0
xxxriegowin,xxxriegowin,1,1,2,0.0
zeebeee6,zeebeee6,1,1,2,0.0
21bitcoinapp,21bitcoinapp,1,1,2,0.0
abbassi_nima,abbassi_nima,1,1,2,0.0
acinlah,acinlah,2,2,4,0.0
ali_raza1012,ali_raza1012,1,1,2,0.0
anthony17076844,lowcapgang,1,0,1,1.0
astridcrypto828,astridcrypto828,2,2,4,0.0
attorneyseal1,soojikahalva,0,1,1,-1.0
bd_mrz,bd_mrz,1,1,2,0.0
birbin12,birbin12,22,22,44,0.0
borsadanbiri,borsadanbiri,3,3,6,0.0
buxxmxt,buxxmxt,1,1,2,0.0
clash202,clash202,2,2,4,0.0
cryptodose1,cryptodose1,1,1,2,0.0
dadelosangie,dadelosangie,1,1,2,0.0
dennis_wk,dennis_wk,1,1,2,0.0
eciitak,eciitak,1,1,2,0.0
elmaurosena,elmaurosena,1,1,2,0.0
getumbrel,321bitcoin,0,1,1,-1.0
hsyndndras,kaya_erdemkaya,1,0,1,1.0
humphreyww87524,humphreyww87524,1,1,2,0.0
ibrahim42039719,ibrahim42039719,1,1,2,0.0
karl_marx_2020,karl_marx_2020,1,1,2,0.0
kashifbaloch399,kashifbaloch399,1,1,2,0.0
kt060101,kt060101,1,1,2,0.0
landofdigitals,landofdigitals,3,3,6,0.0
lllulllabbby,lllulllabbby,1,1,2,0.0
mashika625,mashika625,2,2,4,0.0
maximilien_iota,lendexefinance,1,0,1,1.0
maxitaly_69,furiadicheb1985,1,0,1,1.0
mr_wolfst,mr_wolfst,1,1,2,0.0
mrsfranzduma,mrsfranzduma,1,1,2,0.0
mrvqglo,mrvqglo,1,1,2,0.0
mwpa19,mwpa19,1,1,2,0.0
orcadiva80,shelleyk73,1,0,1,1.0
pgnakunnyawangi,pgnakunnyawangi,1,1,2,0.0
rafaellopesdan1,rafaellopesdan1,1,1,2,0.0
rajnara72845122,rajnara72845122,1,1,2,0.0
serpil_gurmen,serpil_gurmen,1,1,2,0.0
sleyman52038599,sleyman52038599,1,1,2,0.0
so52zj2bejuufw4,so52zj2bejuufw4,1,1,2,0.0
steved36612713,steved36612713,1,1,2,0.0
stn_77,stn_77,1,1,2,0.0
valdovin13marco,valdovin13marco,1,1,2,0.0
webdollar_io,gabriel22ionut,0,1,1,-1.0
xbttrader,rizzlingnft,0,1,1,-1.0
yasin09460958,yasin09460958,1,1,2,0.0
yesimelompat,dangbigy,0,1,1,-1.0
yusuf11111497,yusuf11111497,1,1,2,0.0
2ooousd,2ooousd,1,1,2,0.0
andacagl,andacagl,1,1,2,0.0
antcr3,3pm,1,0,1,1.0
areku61731752,areku61731752,1,1,2,0.0
arg_empire,arg_empire,1,1,2,0.0
bilgi38895411,bilgi38895411,1,1,2,0.0
bkbriankelly,elvis1_allea,0,1,1,-1.0
bobuhekaterina,freebitco,1,0,1,1.0
bullish_is,bullish_is,1,1,2,0.0
cellf_care,cellf_care,1,1,2,0.0
citadellecrypto,djo_per,0,1,1,-1.0
dekumid08237973,dekumid08237973,1,1,2,0.0
elodie_ot,elodie_ot,1,1,2,0.0
erenem46,erenem46,5,5,10,0.0
ferdi7681,ferdi7681,1,1,2,0.0
getumbrel,sparrowwallet,0,1,1,-1.0
konohimefr,charlne_btc,0,1,1,-1.0
lavivendetta,lavivendetta,1,1,2,0.0
locogreengo1,locogreengo1,1,1,2,0.0
lottiethuy,lottiethuy,1,1,2,0.0
m0_trader,m0_trader,5,5,10,0.0
matteo0110317,matteo0110317,1,1,2,0.0
mattrowsboats,dilutionproof,1,0,1,1.0
merymerysnow6,mermaofelix,1,0,1,1.0
mikelu1491,mikelu1491,1,1,2,0.0
miya05kuroneko,miya05kuroneko,1,1,2,0.0
mutlucann12,mutlucann12,1,1,2,0.0
niko_sero,niko_sero,1,1,2,0.0
ognyilm13720583,ognyilm13720583,1,1,2,0.0
olejpf,olejpf,1,1,2,0.0
ollywickham,saucycrypto,1,0,1,1.0
parsa1377,drifters_nft,1,0,1,1.0
pickmedeep,pickmedeep,1,1,2,0.0
pretty_wangi,pretty_wangi,1,1,2,0.0
qr2uuu,qr2uuu,1,1,2,0.0
rachelle__ms,rachelle__ms,1,1,2,0.0
ravencoint,cryptobullsh1,0,1,1,-1.0
rpthis2,rpthis2,1,1,2,0.0
salehisahar5,salehisahar5,1,1,2,0.0
sedat9195,sedat9195,1,1,2,0.0
shahnaseebb,shahnaseebb,1,1,2,0.0
siaminvestor_zf,akbc_8670,1,0,1,1.0
siyagchandni,siyagchandni,1,1,2,0.0
sriwidowati88,sriwidowati88,1,1,2,0.0
stevenjpierre01,stevenjpierre01,3,3,6,0.0
stiannn1,stiannn1,1,1,2,0.0
sugakousuke03,sugakousuke03,1,1,2,0.0
vahedahmadikia,vahedahmadikia,1,1,2,0.0
w3ndy2k,w3ndy2k,1,1,2,0.0
winner11_cityx,winner11_cityx,1,1,2,0.0
zgr_akdgn,zgr_akdgn,2,2,4,0.0
_joshu1,_joshu1,1,1,2,0.0
abel16218327,abel16218327,1,1,2,0.0
alisonbenevides,alisonbenevides,1,1,2,0.0
arzuogr,arzuogr,1,1,2,0.0
bambam_1745,bambam_1745,1,1,2,0.0
berkinakaydin,kocerrr,1,0,1,1.0
bibaecon_,bibaecon_,1,1,2,0.0
bigw1njuseyo,bigw1njuseyo,1,1,2,0.0
btc_babe,_yassiir,0,1,1,-1.0
btc_bucket,nebula_41,2,0,2,1.0
capankajindia,capankajindia,1,1,2,0.0
cardanorich,cardanorich,1,1,2,0.0
cdbxo0cyj3vsi7s,cdbxo0cyj3vsi7s,1,1,2,0.0
chiba2016,chiba2016,2,2,4,0.0
criptoboludos,jaimecloudman,0,1,1,-1.0
cryptostreetbe9,cryptostreetbe9,1,1,2,0.0
cwpwpnpzd1i1xdl,cwpwpnpzd1i1xdl,2,2,4,0.0
cyrptolice,cyrptolice,1,1,2,0.0
espasamerida,espasamerida,1,1,2,0.0
fleeboyjetson1,outofpocket_oop,1,0,1,1.0
frankwh76402796,frankwh76402796,1,1,2,0.0
frickavelli,frickavelli,1,1,2,0.0
funyamon0816,funyamon0816,1,1,2,0.0
go1xferok,go1xferok,1,1,2,0.0
hans43257971,hans43257971,1,1,2,0.0
icolinker,icolinker,1,1,2,0.0
imapancoran,imapancoran,1,1,2,0.0
itsbdotissa,itsbdotissa,1,1,2,0.0
jamshai40034658,jamshai40034658,1,1,2,0.0
jateen231098,jateen231098,1,1,2,0.0
josenxp,josenxp,1,1,2,0.0
kagawa0525,kagawa0525,1,1,2,0.0
kiyo_nakamura,kiyo_nakamura,1,1,2,0.0
lrevolucionxl,lrevolucionxl,1,1,2,0.0
luckyeri21,luckyeri21,1,1,2,0.0
meghdadnazari,meghdadnazari,1,1,2,0.0
mhkl84,mhkl84,1,1,2,0.0
mohamma29129802,mohamma29129802,1,1,2,0.0
nova_futura_,nova_futura_,1,1,2,0.0
novath_eth,novath_eth,2,2,4,0.0
oobbyy72,oobbyy72,1,1,2,0.0
rudrapanditt,rudrapanditt,1,1,2,0.0
ryanborromeo8,ryanborromeo8,1,1,2,0.0
shadow06101,shadow06101,1,1,2,0.0
sygmod,mrsnowy10,0,1,1,-1.0
t3g3r3,t3g3r3,1,1,2,0.0
takum7,takum7,2,2,4,0.0
temnittewelde,hossana51763588,1,0,1,1.0
to_shiba8,to_shiba8,1,1,2,0.0
tyan_minami,tyan_minami,2,2,4,0.0
x_mvf_x,dreamverse_life,1,0,1,1.0
zadawins_,zadawins_,1,1,2,0.0
12thhouseherald,12thhouseherald,1,1,2,0.0
888jaemcityx,888jaemcityx,1,1,2,0.0
agentmedicalkrs,agentmedicalkrs,1,1,2,0.0
alexandrebiry1,alexandrebiry1,1,1,2,0.0
asharma_er1,asharma_er1,1,1,2,0.0
aykuthlz,aykuthlz,1,1,2,0.0
beer_gan,beer_gan,1,1,2,0.0
bobbyprops,bobbyprops,1,1,2,0.0
btc_hope,btc_hope,2,2,4,0.0
btc_onedolar,btc_onedolar,2,2,4,0.0
cashless02,kaijukongz,1,0,1,1.0
cenazemarsi,cenazemarsi,1,1,2,0.0
crypt0spawn,crypt0spawn,1,1,2,0.0
cryptosolider,cryptosolider,1,1,2,0.0
ercandogru88,ercandogru88,1,1,2,0.0
f87dh,f87dh,1,1,2,0.0
geedora_,geedora_,1,1,2,0.0
genesis34611121,genesis34611121,3,3,6,0.0
godstaste,godstaste,1,1,2,0.0
hodler_kk,hodler_kk,1,1,2,0.0
jairunet,jairunet,1,1,2,0.0
jayxcenzo,jayxcenzo,1,1,2,0.0
jupitercoy,jupitercoy,1,1,2,0.0
jwweatherman_,ricardoae,0,1,1,-1.0
kabukabu39,kabukabu39,2,2,4,0.0
kiljanreuben,kiljanreuben,3,3,6,0.0
klofire,klofire,1,1,2,0.0
kombo112y,kombo112y,1,1,2,0.0
kuro70830490,kuro70830490,8,8,16,0.0
lialie_crypto,lialie_crypto,1,1,2,0.0
marcfrau_opina,marcfrau_opina,1,1,2,0.0
marelmonrroy,marelmonrroy,1,1,2,0.0
marionp50144263,marionp50144263,1,1,2,0.0
mayutan2000,mayutan2000,1,1,2,0.0
mudita1806,mudita1806,1,1,2,0.0
myzxbigwin,myzxbigwin,1,1,2,0.0
nachan705,nachan705,1,1,2,0.0
notruelogician,notruelogician,1,1,2,0.0
ohana_________2,ohana_________2,2,2,4,0.0
pengengwin,pengengwin,1,1,2,0.0
psikolgg,psikolgg,1,1,2,0.0
realxpycl,realxpycl,2,2,4,0.0
rere_rara15,rere_rara15,1,1,2,0.0
ridvancikmer,ridvancikmer,1,1,2,0.0
scftymilkeu,scftymilkeu,1,1,2,0.0
stevenjpierre01,jamesgonzal1,2,0,2,1.0
umibieb10,umibieb10,1,1,2,0.0
vinessufe,vinessufe,1,1,2,0.0
zrpjuekgs0qppsv,zrpjuekgs0qppsv,1,1,2,0.0
abd_sahin1,abd_sahin1,1,1,2,0.0
akiosuzuki05,gratuitpizza,1,0,1,1.0
avanishtrivedi2,avanishtrivedi2,1,1,2,0.0
blisscoin10,blisscoin10,1,1,2,0.0
brayner55700760,brayner55700760,1,1,2,0.0
bualwalid2021,bualwalid2021,1,1,2,0.0
cebrail61758810,cebrail61758810,1,1,2,0.0
cherishaliciaa,cherishaliciaa,1,1,2,0.0
colambojay,colambojay,1,1,2,0.0
criptoayhan,criptoayhan,2,2,4,0.0
cryptowinto,benoit33303279,0,2,2,-1.0
death_r0zario,death_r0zario,1,1,2,0.0
denizrmak,denizrmak,1,1,2,0.0
er30726772,er30726772,1,1,2,0.0
erbar41,erbar41,1,1,2,0.0
faisal__bashir,faisal__bashir,1,1,2,0.0
feritkarakaya19,feritkarakaya19,2,2,4,0.0
fetra_btc,fetra_btc,1,1,2,0.0
gabriel22ionut,webdollar_io,1,0,1,1.0
gkmytn,gkmytn,1,1,2,0.0
hadihawat12,hadihawat12,1,1,2,0.0
hellcraze,hellcraze,1,1,2,0.0
hrjkaur,hrjkaur,1,1,2,0.0
iemakar1,iemakar1,1,1,2,0.0
ixjmpa7e1jrcoak,ixjmpa7e1jrcoak,1,1,2,0.0
jekoy31575394,jekoy31575394,1,1,2,0.0
joshyfyed,mikeeey_21,0,1,1,-1.0
juchawild,juchawild,1,1,2,0.0
maaxy_27,ballerznft_,1,0,1,1.0
marialynramire1,marialynramire1,1,1,2,0.0
mma_stake_pool,mma_stake_pool,1,1,2,0.0
mrhye2009,mrhye2009,1,1,2,0.0
neenneenneen,neenneenneen,1,1,2,0.0
niggawhat305,niggawhat305,1,1,2,0.0
ocahere,ocahere,1,1,2,0.0
onebreath22,onebreath22,1,1,2,0.0
r4ng3w33d,r4ng3w33d,1,1,2,0.0
rwinnzzo99,rwinnzzo99,1,1,2,0.0
skyedge_69,skyedge_69,1,1,2,0.0
sn77874911,jtheretohelp1,1,0,1,1.0
sunghoonufe,sunghoonufe,1,1,2,0.0
teheew,teheew,1,1,2,0.0
th31ibrarian,th31ibrarian,1,1,2,0.0
thiagoa67068757,thiagoa67068757,1,1,2,0.0
williamjay2003,williamjay2003,8,8,16,0.0
wiwi_buaga,wiwi_buaga,1,1,2,0.0
xylospongiumi,xylospongiumi,2,2,4,0.0
yusuf33222469,yusuf33222469,1,1,2,0.0
yutu_jaderabbit,yutu_jaderabbit,1,1,2,0.0
34gokaysonmez,34gokaysonmez,1,1,2,0.0
angelaloha66,angelaloha66,1,1,2,0.0
anttuzz1,anttuzz1,1,1,2,0.0
btc_maxed,btc_maxed,1,1,2,0.0
butterbiue,butterbiue,1,1,2,0.0
canbeeroy,canbeeroy,3,3,6,0.0
clevermonkey12,clevermonkey12,1,1,2,0.0
coolwind_sol,coolwind_sol,16,16,32,0.0
cryptoccinofar,demoghoraze,0,1,1,-1.0
dannytaniwan,dannytaniwan,2,2,4,0.0
dazguitar81,dazguitar81,1,1,2,0.0
didisfoot,agentjoe_ng,0,1,1,-1.0
droffilcasepam,droffilcasepam,1,1,2,0.0
elvankaratutt,elvankaratutt,1,1,2,0.0
estherakamz,amiguitosclub,1,2,3,-0.33
harjotssandhu,harjotssandhu,1,1,2,0.0
horchearkadiom,horchearkadiom,1,1,2,0.0
iain40215200,iain40215200,1,1,2,0.0
irishtiger15,irishtiger15,1,1,2,0.0
jessica38116423,jessica38116423,6,6,12,0.0
jinwandalao1373,jinwandalao1373,2,2,4,0.0
justice4tigrai,justice4tigrai,1,1,2,0.0
kukanile65,kukanile65,1,1,2,0.0
mangofarmassets,rvnmktman1,0,1,1,-1.0
mdy0tg6k74jgsek,mdy0tg6k74jgsek,1,1,2,0.0
medakadan,medakadan,1,1,2,0.0
merkartal20,merkartal20,1,1,2,0.0
nycryptoyoshi,ankarasivas2121,0,1,1,-1.0
pheungthonglor,pheungthonglor,1,1,2,0.0
phongvuanh1010,phongvuanh1010,1,1,2,0.0
pollyne16297944,pollyne16297944,2,2,4,0.0
ponting79619558,ponting79619558,1,1,2,0.0
ricky41820944,ricky41820944,1,1,2,0.0
solouwin_cityx,solouwin_cityx,1,1,2,0.0
sunoohann,sunoohann,1,1,2,0.0
sylvanusking1,sylvanusking1,1,1,2,0.0
tee_jay_h,tee_jay_h,1,1,2,0.0
tokasan0,tokasan0,3,3,6,0.0
tumisangchosha1,armybtcv,1,0,1,1.0
veysel64838431,veysel64838431,1,1,2,0.0
xbttrader,mx12levins,0,1,1,-1.0
yanisamr,yanisamr,1,1,2,0.0
yazi2ra,yazi2ra,2,2,4,0.0
yenibackup,yenibackup,1,1,2,0.0
yildiz_kenan123,sevgisozler1,1,0,1,1.0
ademcryptoo,blokbokolog,1,0,1,1.0
aozgur041,aozgur041,2,2,4,0.0
borjaposorja,borjaposorja,1,1,2,0.0
crypticsoyz,crypticsoyz,1,1,2,0.0
cryptogss,cryptogss,1,1,2,0.0
d_delphinidae,krissydom,0,1,1,-1.0
dadvar1064,dadvar1064,1,1,2,0.0
datahodll,datahodll,1,1,2,0.0
diwike,diwike,1,1,2,0.0
ebnemko34305939,ebnemko34305939,1,1,2,0.0
eunsangggg,eunsangggg,1,1,2,0.0
fulgorsedano6,fulgorsedano6,1,1,2,0.0
gxx123321,gxx123321,3,3,6,0.0
haemissufe,haemissufe,1,1,2,0.0
hana1018hana,hana1018hana,1,1,2,0.0
hoangnfgdt,hoangnfgdt,1,1,2,0.0
honiitel,honiitel,1,1,2,0.0
hope_bliss26,hope_bliss26,1,1,2,0.0
japananime_fan,japananime_fan,4,4,8,0.0
john44591687,john44591687,1,1,2,0.0
jtmooten,joepompliano,1,0,1,1.0
kayle626,kayle626,2,2,4,0.0
liz_pandita,liz_pandita,2,2,4,0.0
lucianebeatri11,lucianebeatri11,1,1,2,0.0
maxakito_,gautamgaurab25,2,0,2,1.0
meneslove0513,meneslove0513,2,2,4,0.0
munachi_t,munachi_t,1,1,2,0.0
natashablu3eyes,natashablu3eyes,1,1,2,0.0
nickwri63543683,nickwri63543683,2,2,4,0.0
petersgurb54,kolayanaliz,1,0,1,1.0
riveracindyy,riveracindyy,1,1,2,0.0
roystevenung,roystevenung,1,1,2,0.0
rulemaster3,rulemaster3,1,1,2,0.0
satomi355,chandesu888,0,1,1,-1.0
sirenheac,sirenheac,1,1,2,0.0
sovereignty_btc,sovereignty_btc,1,1,2,0.0
starl_forever,starl_forever,1,1,2,0.0
sunger_mustafa,sunger_mustafa,1,1,2,0.0
superklever90,superklever90,1,1,2,0.0
tezosgaming,tezosgaming,1,1,2,0.0
thomasewoods,simon3842459,0,1,1,-1.0
thore321,thore321,1,1,2,0.0
tru_powell,tru_powell,1,1,2,0.0
ugur30465551,ugur30465551,3,3,6,0.0
wbprofessionals,wbprofessionals,1,1,2,0.0
william24_20_18,william24_20_18,1,1,2,0.0
woojoohp,woojoohp,1,1,2,0.0
zaka68001,zaka68001,1,1,2,0.0
zikrimck,zikrimck,2,2,4,0.0
_0xninja_,_0xninja_,6,6,12,0.0
ahmetbesel,ahmetbesel,1,1,2,0.0
alexand15659827,alexand15659827,1,1,2,0.0
ankara063535,ankara063535,1,1,2,0.0
bored_again_,bored_again_,1,1,2,0.0
bradmillscan,realangrypete,0,1,1,-1.0
btc_kudasai,btc_kudasai,3,3,6,0.0
cereneserrr,cereneserrr,1,1,2,0.0
crypto_dre22,crypto_dre22,1,1,2,0.0
cryptofib_,cryptofib_,1,1,2,0.0
cryptoptmiste,cryptoptmiste,1,1,2,0.0
ezequielcalix,ezequielcalix,1,1,2,0.0
faayko78,faayko78,1,1,2,0.0
floshajy,floshajy,3,3,6,0.0
fraserr09172926,sangeethcrypto,0,1,1,-1.0
fujikaso,fujikaso,1,1,2,0.0
gryffindave,winnipegsauna,1,0,1,1.0
haruyoji2,haruyoji2,1,1,2,0.0
hum4n20,hum4n20,1,1,2,0.0
jiejie_25,jiejie_25,1,1,2,0.0
lindsay_pila,lindsay_pila,1,1,2,0.0
luckyriegorick8,luckyriegorick8,1,1,2,0.0
mainichi_happy1,mainichi_happy1,1,1,2,0.0
mairim001,mairim001,1,1,2,0.0
mayorgift1,mayorgift1,1,1,2,0.0
meritokatlolu8,meritokatlolu8,1,1,2,0.0
mr_perfect95,mr_perfect95,1,1,2,0.0
mrfutur17189487,mrfutur17189487,4,4,8,0.0
nevcoin50,nevcoin50,1,1,2,0.0
nguyena50646693,nguyena50646693,1,1,2,0.0
nickm67ss,nickm67ss,1,1,2,0.0
onchainmochi,onchainmochi,1,1,2,0.0
picknorma,picknorma,1,1,2,0.0
pwnizuka69,pwnizuka69,1,1,2,0.0
rahul45811878,rahul45811878,2,2,4,0.0
rejeki_bertubi2,rejeki_bertubi2,1,1,2,0.0
sajalsamiur,sajalsamiur,1,1,2,0.0
sangad12021,sangad12021,1,1,2,0.0
sapsuree,sapsuree,1,1,2,0.0
selami_ay,selami_ay,3,3,6,0.0
sosabadbtc,sosabadbtc,1,1,2,0.0
sunilku98964949,sunilku98964949,1,1,2,0.0
supercoolmisfit,supercoolmisfit,1,1,2,0.0
tarkeshgebereg3,tarkeshgebereg3,3,3,6,0.0
thepoorchef10,thepoorchef10,1,1,2,0.0
tobik1983,tobik1983,2,2,4,0.0
today10thwin,today10thwin,1,1,2,0.0
whuollyhx,whu_dena,0,1,1,-1.0
alfobijoe,crashiusclay69,4,0,4,1.0
amiguitosclub,amiguitosclub,2,2,4,0.0
ayshanaveed12,ayshanaveed12,1,1,2,0.0
