dst,src,src_followers_count,src_friends_count,created_at,src_favourites_count,twitter_query,src_screen_name,dst_screen_name,hashtags,dst_name,time,src_id_str,text,src_listed_count,dst_id_str,src_name,src_statuses_count,time_
itsdan444,itsdan444,85,1819,Sun Dec 12 07:29:50 +0000 2021,12578,BTC,itsdan444,itsdan444,,dan⭐️,1639294190,1231846374343241728,RT @GravitonZero: And here we are at over 35k already only 2 hours later 😳The support we are getting from the community is just overwhelm…,0,,dan⭐️,22855,['1639267200-1639353600']
j0hnwang,j0hnwang,262,3846,Sun Nov 07 19:39:35 +0000 2021,942,ETH,j0hnwang,j0hnwang,,j◎hn wang,1636313975,1341287326467538945,@benjaminsimon97 @cburniske @Rewkang I think it shares qualities of both commodities and country currencies. NFTs a… https://t.co/PoGqQSxNFf,2,,j◎hn wang,110,['1636243200-1636329600']
javad73481624,javad73481624,14,7,Sun Dec 26 10:30:19 +0000 2021,161,BTC,javad73481624,javad73481624,"limitededition, whalecartel, NFT",javad,1640514619,1465035415501611023,RT @WhaleCartel: The team at Whale Cartel are pleased to announce the release of our #limitededition #whalecartel #NFT collection dropping…,0,,javad,231,['1640476800-1640563200']
jefri_jt,jefri_jt,407,458,Sun Oct 31 12:08:42 +0000 2021,4560,BTC,jefri_jt,jefri_jt,"Fantom, crypto",Jefri Tan 👻,1635682122,41777582,RT @rootdubs: Retweet if you think #Fantom is a whole new era in #crypto.$FTM $BTC $ETH,2,,Jefri Tan 👻,27926,['1635638400-1635724800']
karandhungana,karandhungana,49,556,Sun Oct 31 12:09:22 +0000 2021,6039,BTC,KaranDhungana,KaranDhungana,"VeChain, VeFam",karan doughnanat,1635682162,1314472301451042817,RT @AsianCryptoBoy: $VET looks ready to roll if BTC behaves.Upvember incoming? 🚀#VeChain #VeFam,0,,karan doughnanat,2819,['1635638400-1635724800']
knochust,knochust,1035,49,Sun Dec 05 13:23:21 +0000 2021,17,BTC,knochust,knochust,,Nft.Korol,1638710601,2805498051,"RT @crypto_birb: Based on this onchain chart the $BTC market peak threshold (NUPL&gt;0.75-0.8) hasn't been reached this cycle yet. Hence, to m…",0,,Nft.Korol,42,['1638662400-1638748800']
koukun522,koukun522,19,448,Sun Dec 12 08:17:07 +0000 2021,47,BTC,koukun522,koukun522,,こう,1639297027,1369526087013691395,"RT @Akito_BTC: 🎄ちょっと早いXmasプレゼント企画  🎄抽選は12月17日,18日,19日🎉１名・・・５００万円５名・・・１００万円１０名・・・５０万円💰現金もしくは🪙Bitcoin,Ripple🎁合計48名の方に抽選でプレゼントしま…",2,,こう,180,['1639267200-1639353600']
ladyzai,ladyzai,472,1751,Sun Dec 12 07:37:04 +0000 2021,18068,BTC,ladyzai,ladyzai,,Iamanon,1639294624,33974563,@easyeight08 I dreamt btc was at $80800,1,,Iamanon,2973,['1639267200-1639353600']
lc76saikoudane,lc76saikoudane,73,1017,Sun Dec 12 07:24:25 +0000 2021,867,BTC,lc76saikoudane,lc76saikoudane,"プレゼント, 地震, BTC, ETH",リュウコ,1639293865,952973516,RT @TN90803803: 【第39回】#プレゼント 企画🎁✨【注意喚起】#地震 が多くなっています、万が一が起きた時の準備をお勧めします⚠️【内容】#BTC or #ETH  1万円✖️5名下のツイートをいいね&amp;リツイートして頂いた僕のフォロワー様が対象…,3,,リュウコ,261,['1639267200-1639353600']
llanr0g,llanr0g,168,735,Sun Dec 05 14:24:49 +0000 2021,3312,ETH,Llanr0g,Llanr0g,,llanrog.eth | 🦇🔊 | ETH ⟠ |,1638714289,562303895,"@EtherRent @DWhitmanBTC @TrustlessState How can he, nothing's happening on bitcoin. Apart from El Salvador and Mich… https://t.co/YLe9LwMNZX",6,,llanrog.eth | 🦇🔊 | ETH ⟠ |,2945,['1638662400-1638748800']
mbmezike,mbmezike,257,226,Sun Nov 14 20:41:00 +0000 2021,19378,ETH,mbmezike,mbmezike,,Mezike,1636922460,3423463012,@stocktalkweekly For me stocks.  I rather buy ETH than BTC,1,,Mezike,21851,['1636848000-1636934400']
misxleanne08,misxleanne08,231,4240,Sun Dec 26 10:31:56 +0000 2021,33856,BTC,MisxLeanne08,MisxLeanne08,"BSC, Binance",ms.heartless,1640514716,1439537735316869121,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,1,,ms.heartless,17018,['1640476800-1640563200']
terralunadaily,mr_unluckyboy,12,98,Mon Nov 29 14:01:06 +0000 2021,380,ETH,Mr_unluckyboy,TerraLUNADaily,,Terra Daily 🌖,1638194466,1404766018665385986,@TerraLUNADaily @WeFund_Official Great project with a great start ETH was also a croud funded project and I hope yo… https://t.co/pa6blgu1JY,0,1406995344483704832,Ashu #CRO,262,['1638144000-1638230400']
muffinblue5106,muffinblue5106,12,152,Mon Dec 20 08:54:56 +0000 2021,135,BTC,muffinblue5106,muffinblue5106,"Ape, NFT, NFTs, NFTgiveaway",muffin,1639990496,1452256093715972096,"RT @pixelpartynft: 🔥GIVEAWAY 1x NFT Mutant #Ape ($400)🔥1 Winner in 24hr, RT + Tag 3 + Follow $ETH $BTC #NFT #NFTs #NFTgiveaway NFTs #G…",0,,muffin,288,['1639958400-1640044800']
muhammet_arli,muhammet_arli,3,105,Sun Dec 12 08:03:40 +0000 2021,173,BTC,muhammet_arli,muhammet_arli,,Muhammet ARLI,1639296220,1433009293704503301,RT @kriptoefendisi_: Bu kötü günlerde yardımcı  olmak için 1 kişiye 1000 $ 🎉🎁🎈ÇEKİLİŞ VAR 🎉🎁🎈💵1 kişiye toplam 1000💲👉🏻Bu gönderiyi  RT🔄…,0,,Muhammet ARLI,172,['1639267200-1639353600']
nado51288809,nado51288809,2,25,Sun Nov 07 19:39:30 +0000 2021,16,BTC,Nado51288809,Nado51288809,,Nado,1636313970,1451860071781122053,"RT @corylyonsmusic: @CNBC So, the company Ripple eill be bigger than BTC...weird comparison but ok. Probably would have made more sense if…",0,,Nado,11,['1636243200-1636329600']
noonsuparat,noonsuparat,50,617,Sun Dec 12 07:43:49 +0000 2021,51,BTC,noonsuparat,noonsuparat,,เหมียนหมา,1639295029,288080141,"RT @pwittaya: พูดถึงการเทรด Bitcoin กระดานไหนก็ได้ ถ้าใครเชื่อตามที่กูรูทั้งหลายบอกว่าราคา 1 btc จะไปถึง $100,000 (3 ล้านกว่าบาท) เราจะมีกล…",3,,เหมียนหมา,188375,['1639267200-1639353600']
oompalompa6,oompalompa6,309,172,Mon Dec 20 08:01:50 +0000 2021,27746,BTC,OompaLompa6,OompaLompa6,,Oompa Lompa,1639987310,1257004171884142594,"RT @Sheldon_Sniper: Be patient with $BTC , market is boiling up https://t.co/p0FaK9VJ4A",0,,Oompa Lompa,6529,['1639958400-1640044800']
raheelsaleem11,raheelsaleem11,11,133,Mon Dec 20 08:34:34 +0000 2021,26,BTC,RaheelSaleem11,RaheelSaleem11,"Bitcoin, bullish, BTC",Raheel.saleem,1639989274,3227467978,RT @Saadkhan1993S: So #Bitcoin  is Bearish.. in the short term but for long term it is #bullish Indeed...#BTC https://t.co/N7rlTdS79v,0,,Raheel.saleem,51,['1639958400-1640044800']
rierie05241014,rierie05241014,0,50,Sun Dec 12 09:02:58 +0000 2021,302,ETH,Rierie05241014,Rierie05241014,NFT,Rierie,1639299778,1468654165421404161,"RT @eddacrypto: Hey guys again 😎💕The Swiss Army Of Discords Has Been Built? Let’s join @CryptoCopyCats #NFT Launch, your one-stop sourc…",0,,Rierie,175,['1639267200-1639353600']
shihiroca,shihiroca,282,1254,Sun Dec 12 07:29:10 +0000 2021,9584,BTC,shihiroca,shihiroca,,THIRO,1639294150,387375047,RT @FXbitcoinETH: 1日1回air drop企画！本日のレンディング利益1名仮想通貨プレゼント（48万円分）ＢＴＣ条件@FXbitcoinETHをフォロー私の通知ONツイートをいいねリプライでコメントお願いしますDMで当選報告※ウォレッ…,10,,THIRO,8076,['1639267200-1639353600']
sholdcu,sholdcu,4,64,Mon Dec 20 08:38:46 +0000 2021,239,BTC,SHoldcu,SHoldcu,bitcoin,Sabırlıholdcu,1639989526,1469403344196317188,RT @idealistkripto: #bitcoin Btc ile ilgili bir beklentim var Görsel ile birlikte açıklamamı isteyenleri görebilir miyim🤔Kaç kişi merak…,0,,Sabırlıholdcu,238,['1639958400-1640044800']
sinan_ozaltun,sinan_ozaltun,29,363,Mon Dec 20 08:37:44 +0000 2021,3681,BTC,sinan_ozaltun,sinan_ozaltun,,sinan özaltun,1639989464,872417515,"RT @kriptoupcom: Circle CEO'su Jeremy Allaire, Bitcoin'in Yıl Sonuna Kadar Yüksek Fiyat Hedefine Ulaşmasının Zor Olduğunu Söyledi!  #Bitco…",0,,sinan özaltun,3356,['1639958400-1640044800']
slymndrdg,slymndrdg,48,111,Mon Dec 20 09:00:15 +0000 2021,78,BTC,slymndrdg,slymndrdg,usdttry,Süleyman Durdağ,1639990815,4881070798,RT @dixitrader: #usdttry Çok üzücü bir durum doların buralara gelmesi.Ama oturup sizlanmak yerine harekete geçmelisin.Gugul amcaya sor 'İnt…,0,,Süleyman Durdağ,30,['1639958400-1640044800']
soad22sss,soad22sss,26,407,Sun Oct 31 11:33:26 +0000 2021,24,BTC,soad22sss,soad22sss,"Bitcoin, Ethereum",سعاد,1635680006,1453322541850894348,"RT @AshLee93247466: Legend has it, if anyone own seven Bull Cards, Shenlong will appear, and make #Bitcoin hit $100k, #Ethereum hit 20k...t…",0,,سعاد,385,['1635638400-1635724800']
th31ibrarian,th31ibrarian,166,66,Mon Dec 20 07:58:41 +0000 2021,269,BTC,th31ibrarian,th31ibrarian,"SP500, BTC",th31ibrarian,1639987121,1411966899165011970,@Pladizow @Adam_Tache Curiosida similitud entre #SP500 y #BTC 🤔,4,,th31ibrarian,608,['1639958400-1640044800']
thaets3,thaets3,0,8,Sun Nov 28 21:29:51 +0000 2021,4,BTC,Thaets3,Thaets3,"Bitcoin, onchain, BTC",Thaets,1638134991,1463921584528408578,RT @BinkiePondarosa: Get a simple overview of 50+ #Bitcoin #onchain analytics by zooming out.🤗#BTC changed my life. I'm sharing these to…,0,,Thaets,5,['1638057600-1638144000']
themekon_venus,themekon_venus,462,1660,Sun Oct 31 10:01:13 +0000 2021,2756,ETH2,TheMekon_Venus,TheMekon_Venus,,The Mekon (C₃),1635674473,168200517,@Sonny71332310 Wow..EOS making a comeback would be quite a thing.I Remember it’s year long ICO.. and release.Wh… https://t.co/x4wAT63B2b,4,,The Mekon (C₃),5881,['1635638400-1635724800']
tnf1u3lvlpddrn0,tnf1u3lvlpddrn0,1033,611,Mon Dec 20 08:15:20 +0000 2021,115767,BTC,tNF1u3LVlpddRn0,tNF1u3LVlpddRn0,,カオリン,1639988120,1347120952983777282,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,14,,カオリン,27989,['1639958400-1640044800']
twittter__user,twittter__user,1428,4968,Mon Dec 20 08:38:21 +0000 2021,61565,BTC,twittter__user,twittter__user,,CMB,1639989501,1251422786897063936,RT @crypt_zon: ZON 10万円分企画プレゼント🎁レンディング爆益につきプレゼント！🐘プレゼント内容BTC、ETH、IOST、10万円分当選したら選択可能！🐘応募条件・@crypt_zon のフォロー・このツイートのRTクリスマスと年末年始…,20,,CMB,145636,['1639958400-1640044800']
vabei10,vabei10,178,178,Sun Dec 26 10:44:38 +0000 2021,0,BTC,Vabei10,Vabei10,,Vabei,1640515478,1471115716027846659,RT @OfficialNovixel: If you missed out on the random giveawayAnd for all you calling my giveaways fake😎Have a cookie🍪@coinkit_ mon 20 1…,0,,Vabei,110,['1640476800-1640563200']
vannuoc1986,vannuoc1986,2,93,Mon Dec 20 08:38:23 +0000 2021,138,BTC,vannuoc1986,vannuoc1986,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",vannuoc1986,1639989503,1463425353074970626,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,0,,vannuoc1986,182,['1639958400-1640044800']
vincent_daug,vincent_daug,7,90,Sun Dec 12 08:15:47 +0000 2021,185,BTC,vincent_daug,vincent_daug,,John Vincent D. Daug,1639296947,1296820056400125953,"RT @BlindMummyApes: 💎 GIVEAWAY 💎✔ Follow &amp; RT✔ Join our Discordhttps://t.co/pCnI6nyL7f5 winners, total of 0.5 $BMA.Make sure you hav…",0,,John Vincent D. Daug,75,['1639267200-1639353600']
whorainzone6,whorainzone6,427,1540,Sun Nov 07 19:11:30 +0000 2021,3690,BTC,Whorainzone6,Whorainzone6,"AltSeason, Crypto, Bullish, BTC, ETH",Whorainzone,1636312290,1289655431632228352,RT @CryptoCommandr: Parabolic incoming 🚀Take Cover Squad !#AltSeason #Crypto #Bullish #BTC #ETH,5,,Whorainzone,3745,['1636243200-1636329600']
yahia57408138,yahia57408138,74,1462,Sun Nov 28 20:56:36 +0000 2021,2414,BTC,Yahia57408138,Yahia57408138,"الاغلاق_الاسبوعي, الاغلاق_الشهري, البتكوين, العملات_الرقميه, Btc, Bitcoin, chz, XRP, DGB, LTC, VET",Yahia,1638132996,1440674350395322387,RT @Plan_A_NOT_B: #الاغلاق_الاسبوعي المنتظر#الاغلاق_الشهري المنتظر——-#البتكوين #العملات_الرقميه #Btc #Bitcoin #chz #XRP #DGB #LTC #VET #…,1,,Yahia,1068,['1638057600-1638144000']
yazrulalyahaya,yazrulalyahaya,232,370,Sun Oct 31 13:25:32 +0000 2021,8861,ETH,YazrulAlYahaya,YazrulAlYahaya,dogepound,dEmAnG LeBaR DaUn,1635686732,1411189568250945536,"RT @RobinHoodinNFT_: I am a NFT and crypto whale and to attract followers, I will send this #dogepound NFT to one random person 3 ETH($13,0…",0,,dEmAnG LeBaR DaUn,2546,['1635638400-1635724800']
zahiruddin,zahiruddin,610,2175,Sun Nov 28 21:28:30 +0000 2021,17443,BTC,zahiruddin,zahiruddin,altcoinseason,Zahiruddin,1638134910,5798502,RT @Cryptoknight747: Just remember…$BTC $VRA $CNS#altcoinseason is coming https://t.co/jYuiTbKsw3,3,,Zahiruddin,18012,['1638057600-1638144000']
15sh1212,15sh1212,208,253,Sun Dec 26 10:39:33 +0000 2021,348,BTC,15sh1212,15sh1212,,ひろと,1640515173,718040250577063936,RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／／$20XRP 10名＼【応募方法】1️⃣@TIPsWORLDs をフォロー！2️⃣固定ツイートをRT3️⃣このツイートをRTでエントリー完了！📩当選はDMにて📩🎯12/31まで$…,5,,ひろと,162,['1640476800-1640563200']
abhaybajaj4001,abhaybajaj4001,27,708,Mon Dec 20 08:15:34 +0000 2021,752,BTC,Abhaybajaj4001,Abhaybajaj4001,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",Abhaybajaj,1639988134,1402655165203640322,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,1,,Abhaybajaj,1466,['1639958400-1640044800']
ajokeyusuf7,ajokeyusuf7,55,202,Sun Nov 07 19:49:48 +0000 2021,1028,ETH,AjokeYusuf7,AjokeYusuf7,NFTGiveaway,Ajoke Yusuf,1636314588,1431316143281672200,RT @BigMouthMeta: Time for a special edition #NFTGiveaway in partnership with @Waifumons 🔥This is YOUR chance to win my LEGENDARY 'Sharp…,1,,Ajoke Yusuf,1805,['1636243200-1636329600']
akaracakerim,akaracakerim,8,61,Mon Dec 20 08:52:45 +0000 2021,935,BTC,akaracakerim,akaracakerim,,ayşegül karaca kerim,1639990365,531504138,RT @altcoinrookie: $BTCDestekler sırasıyla gösterildi. Ben 42.000$ ve 39.000$ seviyelerini göreceğimizi düşünüyorum.Minör trendde 52.0…,0,,ayşegül karaca kerim,113,['1639958400-1640044800']
amarbar70598371,amarbar70598371,1,20,Sun Dec 12 07:40:32 +0000 2021,0,BTC,AmarBar70598371,AmarBar70598371,,Amar Barman,1639294832,1416282435550019584,@himantabiswa sir o ki hol eko riply nai je ..mok help korok sir ...bahut kasto korisu sir ...dewtar sakori tor kar… https://t.co/NDD4xoMZLV,0,,Amar Barman,142,['1639267200-1639353600']
btc_tk1,btc_tk1,158,1144,Sun Nov 07 18:37:06 +0000 2021,38086,BTC,BTC_Tk1,BTC_Tk1,,たき,1636310226,756612661568081920,RT @smdq_1114: OTN組ライブやれ～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！（叶わ…,11,,たき,62555,['1636243200-1636329600']
coinhunter1000,coinhunter1000,205,202,Sun Nov 28 21:37:00 +0000 2021,60,BTC,CoinHunter1000,CoinHunter1000,"BTC, FOLLOWJONCAR",CoinHunter,1638135420,994286693409837056,#BTC #FOLLOWJONCAR https://t.co/9j4CpItZoQ,0,,CoinHunter,223,['1638057600-1638144000']
cryptodollax,cryptodollax,76,325,Sun Oct 31 12:11:16 +0000 2021,7330,BTC,cryptodollax,cryptodollax,Bitcoin,Asap-Syx 🌖 ⚛,1635682276,1429127802574487553,"RT @Griptoshi: Un mec qui a 0.1 BTC a autant d'intérêt à défendre #Bitcoin qu'un mec qui a 10,000 BTC. Un mec qui a 1000€ n'a absolument au…",2,,Asap-Syx 🌖 ⚛,1354,['1635638400-1635724800']
dari_0226,dari_0226,278,644,Sun Oct 31 12:16:39 +0000 2021,101,BTC,dari_0226,dari_0226,,ダリアン,1635682599,2893863553,@monshan11 部分利確挟みつつで期待してます😆BTCよりはアルトの方が少額でもシバの様な一撃あるので広く入れとけば楽しく出来そうですよね😊パンケーキわからないので勉強します！現物の方がリスク低くアルト楽しいので色々触ってます😳また機会あれば教えてください🙇‍♂️,1,,ダリアン,2283,['1635638400-1635724800']
doge_619,doge_619,54,484,Sun Dec 26 09:18:12 +0000 2021,14893,DOGE,doge_619,doge_619,,doge619,1640510292,890006056662736897,RT @SFHProductions: @weirdrealitymp4 @SHITFROMFEAR https://t.co/lXMd2Yxc3P,0,,doge619,11117,['1640476800-1640563200']
duckmadcat,duckmadcat,47,191,Sun Oct 31 12:48:29 +0000 2021,4712,BTC,DuckMadCat,DuckMadCat,"Fantom, crypto",DuckMadCat,1635684509,3003122904,RT @rootdubs: Retweet if you think #Fantom is a whole new era in #crypto.$FTM $BTC $ETH,2,,DuckMadCat,1330,['1635638400-1635724800']
eatoshinakamoto,eatoshinakamoto,12863,848,Sun Nov 14 19:25:21 +0000 2021,2573,DOGE,EATOSHINAKAMOTO,EATOSHINAKAMOTO,,EAT 🌈 $GOGE,1636917921,1379323612247646209,RT @EATOSHINAKAMOTO: LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOO000OOOOOOOOOOOOOOOOOOOOOOOOOOOO0O00000000000000000000000000000000OOOOOOOOOOOOOOO0O0O…,8,,EAT 🌈 $GOGE,2493,['1636848000-1636934400']
elaine_bering,elaine_bering,2,119,Sun Dec 12 07:45:26 +0000 2021,127,BTC,elaine_bering,elaine_bering,,Chow-Chow Lover,1639295126,1458073105759600640,"RT @BlindMummyApes: 💎 GIVEAWAY 💎✔ Follow &amp; RT✔ Join our Discordhttps://t.co/pCnI6nyL7f5 winners, total of 0.5 $BMA.Make sure you hav…",0,,Chow-Chow Lover,34,['1639267200-1639353600']
etherean11,etherean11,30,840,Mon Dec 20 07:49:24 +0000 2021,212,BTC,Etherean11,Etherean11,,Chasing sunsets (∞),1639986564,1401431322501910530,@NodesRising @CrypJesus@0xPlutus@btc_dragonfly,1,,Chasing sunsets (∞),193,['1639958400-1640044800']
eulerizzet,eulerizzet,409,615,Sun Dec 26 10:41:00 +0000 2021,23849,BTC,Eulerizzet,Eulerizzet,,izzet 🔺,1640515260,1216801465810984961,"Kısa vadede belki de kozacaksınız!Orta vadede belki de zaman kaybı oldu diyeceksiniz!Uzun vadede %99,99 dua edece… https://t.co/ortAPNpq3P",1,,izzet 🔺,7188,['1640476800-1640563200']
expandbook,expandbook,56,173,Sun Nov 28 21:12:25 +0000 2021,337,BTC,expandbook,expandbook,"الخريطة_الزمنية, البتكوين",يوسف,1638133945,1230916584505565185,RT @Plan_A_NOT_B: رسالة صوتية للجميعاطمأنوا #الخريطة_الزمنية فعالة حتى هذه اللحظة، واذا فيه تحديث بخبركم إن شاء الله 🌷 ——-#البتكوين #الع…,0,,يوسف,526,['1638057600-1638144000']
eyaman81,eyaman81,3,145,Sun Dec 12 07:24:15 +0000 2021,25,BTC,eyaman81,eyaman81,"NFTGame, AxieInfinity, blockchain, chives, CHIA, GameFi, NFTCommunity, nftart, NFTs",erhan yaman,1639293855,1453836503889678336,RT @chivesxcc: Today sale finished only in 6 mins 🥳#NFTGame #AxieInfinity #blockchain #chives #CHIA #GameFi #NFTCommunity #nftart #NFTs #n…,0,,erhan yaman,160,['1639267200-1639353600']
f4z4k,f4z4k,149,323,Sun Dec 26 11:03:42 +0000 2021,18004,BTC,F4Z4K,F4Z4K,Bitcoin,Faz 🇬🇧🇵🇰,1640516622,794301734323703823,RT @OfficialNovixel: Let's giveaway some #Bitcoin the right way!@coinkit_ mon 10 100 $btc,0,,Faz 🇬🇧🇵🇰,2425,['1640476800-1640563200']
fibonacho6,fibonacho6,41,879,Sun Nov 28 21:11:07 +0000 2021,511,BTC,Fibonacho6,Fibonacho6,"Bitcoin, onchain",zoofooz.eth,1638133867,1351803448535117824,RT @BinkiePondarosa: Weekly summary of 50+ #Bitcoin signals from top #onchain analysts.COLOR CODE:🟩Buy zone 🟨Hold 🟥Sell zone---&gt; ✅TREND:…,0,,zoofooz.eth,667,['1638057600-1638144000']
fredstreams,fredstreams,11951,886,Sun Nov 28 21:13:05 +0000 2021,26727,BTC,FredStreams,FredStreams,,FRED,1638133985,155969360,@TheGnome BTC first... then don't unlock 😂,93,,FRED,45634,['1638057600-1638144000']
dasminto_eth,ghostprecog,3101,63,Sun Dec 12 08:50:22 +0000 2021,252,ETH,ghostprecog,dasminto_eth,,dasminto,1639299022,2393315994,"@CrashiusClay69 @srfngaot @dasminto_eth @Alfobijoe Cant believe I missed this giveaway, I just found your videos on… https://t.co/ni7AoZG4B3",0,2364122267,Ghost Precog,16,['1639267200-1639353600']
hakuzitu_zero,hakuzitu_zero,583,346,Sun Dec 26 10:43:37 +0000 2021,5633,BTC,hakuzitu_zero,hakuzitu_zero,BTC,ハンプティ・ブロンズマン2世・白日,1640515417,1246398404332122114,RT @fxoldman0321: 【緊急クリスマスプレゼント】年末だから大盤振る舞い(笑)疲れた心と体を吹き飛ばそうそして悪魔くん本当フォローしてほしい現金とビットコイン #BTC100万円分20人にどちらか好きな方送ります（5万/1人）条件・いいね・…,6,,ハンプティ・ブロンズマン2世・白日,2614,['1640476800-1640563200']
hayaletsev41,hayaletsev41,13,403,Sun Nov 07 18:51:31 +0000 2021,716,BTC,hayaletsev41,hayaletsev41,,İsmail B.,1636311091,1446446073640366081,"RT @borsaparatic: Fark ettiniz mi bilmiyorum, Bitcoin son haftalarda ne zaman aşağı gelse hemen alıcı buluyor. Artık bu seviyeleri bir üs y…",1,,İsmail B.,926,['1636243200-1636329600']
isokoboprophet,isokoboprophet,6,163,Sun Dec 05 14:09:46 +0000 2021,823,ETH,isokoboprophet,isokoboprophet,,Prophetisokobo,1638713386,1433895737637707778,RT @AirdropStario: 💧 Sonorama Airdrop 💧🏆 Task:          ➕ Up to 2 Million SRM (~$20)👨‍👩‍👧 Referral:   ➕ 10 Million SRM (~$100) for the…,0,,Prophetisokobo,834,['1638662400-1638748800']
