dst,src,messages_sent,messages_received,messages_total,contribution_index,sentiment_avg,emotionality_avg,complexity_avg,start_time_,end_time_
apespaced,apespaced,1,1,2,0.0,0.9598967432975769,0.3257543742656708,6.237882614135742,2021-11-07 00:00:00,2021-11-08 00:00:00
aytun2023,aytun2023,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
dayronpro1,dayronpro1,1,1,2,0.0,0.5359412431716919,0.09363414347171783,5.420702934265137,2021-11-07 00:00:00,2021-11-08 00:00:00
fatima93324354,fatima93324354,1,1,2,0.0,0.7333592772483826,0.16887086629867554,8.014842987060547,2021-11-07 00:00:00,2021-11-08 00:00:00
oluwatimi_leyin,oluwatimi_leyin,1,1,2,0.0,0.7307883501052856,0.17347954213619232,6.587996006011963,2021-11-07 00:00:00,2021-11-08 00:00:00
jwweatherman_,ricardoae,1,0,1,1.0,0.992514431476593,0.42321306467056274,5.619827747344971,2021-11-07 00:00:00,2021-11-08 00:00:00
hzm_coin_e,rzxr7mjfowl2hsv,1,0,1,1.0,0.691357433795929,0.13068948686122894,6.140577793121338,2021-11-07 00:00:00,2021-11-08 00:00:00
standard_ui,standard_ui,1,1,2,0.0,0.9991468191146851,0.45662039518356323,6.292414665222168,2021-11-07 00:00:00,2021-11-08 00:00:00
tezosgaming,tezosgaming,1,1,2,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-11-07 00:00:00,2021-11-08 00:00:00
almtfal347,almtfal347,1,1,2,0.0,0.48235294222831726,0.03529411926865578,13.061738967895508,2021-11-07 00:00:00,2021-11-08 00:00:00
deceptive_queen,deceptive_queen,1,1,2,0.0,0.7212340831756592,0.31183359026908875,6.704259872436523,2021-11-07 00:00:00,2021-11-08 00:00:00
jansmatera,jansmatera,1,1,2,0.0,0.6190924644470215,0.2063797563314438,4.296125411987305,2021-11-07 00:00:00,2021-11-08 00:00:00
mx12levins,xbttrader,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
amrouchesalah1,amrouchesalah1,1,1,2,0.0,0.3387700915336609,0.16323870420455933,5.0153632164001465,2021-11-07 00:00:00,2021-11-08 00:00:00
erdalakinci17,erdalakinci17,1,1,2,0.0,0.9596165418624878,0.30050933361053467,10.71345329284668,2021-11-07 00:00:00,2021-11-08 00:00:00
realbertbobby,realbertbobby,1,1,2,0.0,0.32674315571784973,0.3465137183666229,7.65657377243042,2021-11-07 00:00:00,2021-11-08 00:00:00
renegaldame,renegaldame,1,1,2,0.0,0.12369269132614136,0.20664934813976288,8.822246551513672,2021-11-07 00:00:00,2021-11-08 00:00:00
rogatv1,rogatv1,1,1,2,0.0,0.032476603984832764,0.28724104166030884,8.24539566040039,2021-11-07 00:00:00,2021-11-08 00:00:00
szabihifar,szabihifar,1,1,2,0.0,0.9916683435440063,0.33918124437332153,5.226963043212891,2021-11-07 00:00:00,2021-11-08 00:00:00
birol37577253,birol37577253,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
critchor,critchor,1,1,2,0.0,0.01751161366701126,0.25633662939071655,5.463971138000488,2021-11-07 00:00:00,2021-11-08 00:00:00
rizzlingnft,crypsiart,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
gamerdrmcityx,gamerdrmcityx,1,1,2,0.0,0.9991468191146851,0.45662039518356323,6.292414665222168,2021-11-07 00:00:00,2021-11-08 00:00:00
kryptoknox,kryptoknox,1,1,2,0.0,0.9490117430686951,0.42632925510406494,6.864868640899658,2021-11-07 00:00:00,2021-11-08 00:00:00
omarsalameh95,omarsalameh95,1,1,2,0.0,0.9747977256774902,0.2768368124961853,7.623464584350586,2021-11-07 00:00:00,2021-11-08 00:00:00
urangatang09,urangatang09,1,1,2,0.0,0.7307883501052856,0.17347954213619232,6.587996006011963,2021-11-07 00:00:00,2021-11-08 00:00:00
amirim006,amirim006,4,4,8,0.0,0.704298347234726,0.2762140780687332,9.864884853363037,2021-11-07 00:00:00,2021-11-08 00:00:00
cassidaleo,cassidaleo,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
ck_stl,ck_stl,1,1,2,0.0,0.6163678169250488,0.16785503923892975,4.955524921417236,2021-11-07 00:00:00,2021-11-08 00:00:00
cryptohavenx,cryptohavenx,1,1,2,0.0,0.8457985520362854,0.21232576668262482,5.080955505371094,2021-11-07 00:00:00,2021-11-08 00:00:00
dhr73633880,dhr73633880,2,2,4,0.0,0.6487304866313934,0.14708390086889267,4.58165979385376,2021-11-07 00:00:00,2021-11-08 00:00:00
benjaminsimon97,j0hnwang,1,1,2,0.0,0.8202732801437378,0.19843797385692596,7.292034149169922,2021-11-07 00:00:00,2021-11-08 00:00:00
lindahsmithy,lindahsmithy,1,1,2,0.0,0.6815768480300903,0.36734992265701294,6.463312149047852,2021-11-07 00:00:00,2021-11-08 00:00:00
lumzyolu,lumzyolu,1,1,2,0.0,0.14899267256259918,0.3775445222854614,5.01411247253418,2021-11-07 00:00:00,2021-11-08 00:00:00
mapolshark,mapolshark,2,2,4,0.0,0.7919111847877502,0.3376046121120453,7.545533180236816,2021-11-07 00:00:00,2021-11-08 00:00:00
suzannepamelaw1,suzannepamelaw1,1,1,2,0.0,0.7191397547721863,0.12980620563030243,8.108160018920898,2021-11-07 00:00:00,2021-11-08 00:00:00
acakiralar,acakiralar,1,1,2,0.0,0.9275535345077515,0.31973162293434143,10.820440292358398,2021-11-07 00:00:00,2021-11-08 00:00:00
defiantden,defiantden,1,1,2,0.0,0.2518293261528015,0.41648170351982117,5.671303749084473,2021-11-07 00:00:00,2021-11-08 00:00:00
juanesguzyan,juanesguzyan,1,1,2,0.0,0.4920653998851776,0.09085683524608612,2.7144722938537598,2021-11-07 00:00:00,2021-11-08 00:00:00
mike01678989,mike01678989,1,1,2,0.0,0.40274935960769653,0.20688237249851227,5.488272666931152,2021-11-07 00:00:00,2021-11-08 00:00:00
mx12levins,raretoshi,1,1,2,0.0,0.663544774055481,0.2503669261932373,5.709968566894531,2021-11-07 00:00:00,2021-11-08 00:00:00
ivanpet89192969,realmetanurse,1,0,1,1.0,0.8278918266296387,0.1498510241508484,5.555135726928711,2021-11-07 00:00:00,2021-11-08 00:00:00
andrew_monroy_,andrew_monroy_,1,1,2,0.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
blisscoin10,blisscoin10,1,1,2,0.0,0.9638539552688599,0.25520145893096924,9.750329971313477,2021-11-07 00:00:00,2021-11-08 00:00:00
btcbullaltbear,btcbullaltbear,1,1,2,0.0,0.16829298436641693,0.24980062246322632,5.650816440582275,2021-11-07 00:00:00,2021-11-08 00:00:00
descamps_jp,descamps_jp,1,1,2,0.0,0.09332072734832764,0.14394013583660126,6.461397647857666,2021-11-07 00:00:00,2021-11-08 00:00:00
joel7hr,joel7hr,1,1,2,0.0,0.5475950241088867,0.23169158399105072,8.586517333984375,2021-11-07 00:00:00,2021-11-08 00:00:00
kekustasi,kekustasi,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
mevltbl37589699,mevltbl37589699,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
sabanyavuz3,sabanyavuz3,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
seemcat,seemcat,1,1,2,0.0,0.5484806895256042,0.1676703691482544,8.28017807006836,2021-11-07 00:00:00,2021-11-08 00:00:00
capthakanakar,capthakanakar,1,1,2,0.0,0.9887362122535706,0.3762388229370117,6.619151592254639,2021-11-07 00:00:00,2021-11-08 00:00:00
ekmeksk,ekmeksk,1,1,2,0.0,0.9654097557067871,0.2746099531650543,5.766001224517822,2021-11-07 00:00:00,2021-11-08 00:00:00
kramervega,kramervega,1,1,2,0.0,0.01804422400891781,0.26316505670547485,7.018533706665039,2021-11-07 00:00:00,2021-11-08 00:00:00
stizumbpg,mikeeey_21,1,0,1,1.0,0.9954869747161865,0.3085070252418518,6.098562240600586,2021-11-07 00:00:00,2021-11-08 00:00:00
the_lsd_project,the_lsd_project,1,1,2,0.0,0.8036983609199524,0.23147419095039368,8.153594017028809,2021-11-07 00:00:00,2021-11-08 00:00:00
jaemcityx1105,jaemcityx1105,1,1,2,0.0,0.9991468191146851,0.45662039518356323,6.292414665222168,2021-11-07 00:00:00,2021-11-08 00:00:00
joss_do_it_btc,joss_do_it_btc,1,1,2,0.0,0.5004374384880066,0.14037416875362396,8.866918563842773,2021-11-07 00:00:00,2021-11-08 00:00:00
randomacts__,randomacts__,1,1,2,0.0,0.7187483310699463,0.25571975111961365,5.138449668884277,2021-11-07 00:00:00,2021-11-08 00:00:00
0xch3f,0xch3f,1,1,2,0.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
__binaabinaa,__binaabinaa,2,2,4,0.0,0.23184872046113014,0.20798533409833908,8.992628574371338,2021-11-07 00:00:00,2021-11-08 00:00:00
alireza0285,alireza0285,2,2,4,0.0,0.8837350606918335,0.27946391701698303,6.235985279083252,2021-11-07 00:00:00,2021-11-08 00:00:00
mehmetd46228262,mehmetd46228262,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
punk_gang,punk_gang,1,1,2,0.0,0.42539703845977783,0.2062843292951584,5.175990581512451,2021-11-07 00:00:00,2021-11-08 00:00:00
erzfel,erzfel,1,1,2,0.0,0.7956140637397766,0.17874450981616974,9.835498809814453,2021-11-07 00:00:00,2021-11-08 00:00:00
milesbeckler,milesbeckler,1,1,2,0.0,0.22958651185035706,0.18487560749053955,3.964512586593628,2021-11-07 00:00:00,2021-11-08 00:00:00
cansasfrank80,cansasfrank80,1,1,2,0.0,0.1339672952890396,0.24396513402462006,5.191344261169434,2021-11-07 00:00:00,2021-11-08 00:00:00
duck12306844895,duck12306844895,1,1,2,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-11-07 00:00:00,2021-11-08 00:00:00
_bulqissa,_bulqissa,1,1,2,0.0,0.9112065434455872,0.3523847460746765,3.633732795715332,2021-11-07 00:00:00,2021-11-08 00:00:00
kemal30216043,kemal30216043,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
caylakogrencii,minesofdalarnia,0,3,3,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
chevroletcama16,chevroletcama16,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
crypto_bizz,crypto_bizz,1,1,2,0.0,0.3630441129207611,0.2830103039741516,8.406869888305664,2021-11-07 00:00:00,2021-11-08 00:00:00
sasallhakk,dawnbro17751885,0,2,2,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
horak18,horak18,2,2,4,0.0,0.48570449091494083,0.34048329293727875,5.981017351150513,2021-11-07 00:00:00,2021-11-08 00:00:00
klichmatheus,klichmatheus,1,1,2,0.0,0.9791214466094971,0.26667460799217224,4.341916084289551,2021-11-07 00:00:00,2021-11-08 00:00:00
lynmer28,lynmer28,1,1,2,0.0,0.708868682384491,0.1590278297662735,4.288843631744385,2021-11-07 00:00:00,2021-11-08 00:00:00
siap_makan,siap_makan,2,2,4,0.0,0.5965282618999481,0.36546485126018524,5.3315911293029785,2021-11-07 00:00:00,2021-11-08 00:00:00
whorainzone6,whorainzone6,1,1,2,0.0,0.4531024396419525,0.09379509091377258,10.963359832763672,2021-11-07 00:00:00,2021-11-08 00:00:00
enivici69979930,enivici69979930,1,1,2,0.0,0.7035201787948608,0.1162198930978775,5.141748428344727,2021-11-07 00:00:00,2021-11-08 00:00:00
ganioglubugraa,ganioglubugraa,1,1,2,0.0,0.9593414068222046,0.25085270404815674,10.23266315460205,2021-11-07 00:00:00,2021-11-08 00:00:00
gleichnerpaul,gleichnerpaul,1,1,2,0.0,0.4827398657798767,0.20056270062923431,6.114035606384277,2021-11-07 00:00:00,2021-11-08 00:00:00
mawaa34,mawaa34,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
yamstered,yamstered,1,1,2,0.0,0.39847686886787415,0.1605159491300583,4.75949764251709,2021-11-07 00:00:00,2021-11-08 00:00:00
acakiralar,ademcryptoo,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
tumisangchosha1,armybtcv,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
atlas_musa,atlas_musa,2,2,4,0.0,0.848808228969574,0.24583668261766434,10.562581062316895,2021-11-07 00:00:00,2021-11-08 00:00:00
mikeeey_21,axiesquad_101,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
aym_forex,aym_forex,1,1,2,0.0,0.9490117430686951,0.42632925510406494,6.864868640899658,2021-11-07 00:00:00,2021-11-08 00:00:00
ekremoban20,ekremoban20,1,1,2,0.0,0.10706130415201187,0.3619942367076874,8.471904754638672,2021-11-07 00:00:00,2021-11-08 00:00:00
fulgorsedano6,fulgorsedano6,1,1,2,0.0,0.3271031677722931,0.21116380393505096,5.547407627105713,2021-11-07 00:00:00,2021-11-08 00:00:00
jenga64526122,jenga64526122,2,2,4,0.0,0.4574294239282608,0.3109923303127289,4.232327461242676,2021-11-07 00:00:00,2021-11-08 00:00:00
kobenan35216059,kobenan35216059,5,5,10,0.0,0.5976374089717865,0.21223005652427673,6.037892627716064,2021-11-07 00:00:00,2021-11-08 00:00:00
nomad_dz,nomad_dz,1,1,2,0.0,0.9112065434455872,0.3523847460746765,3.633732795715332,2021-11-07 00:00:00,2021-11-08 00:00:00
sepjaqui,octavioaurbina,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
crypto_johan,crypto_johan,1,1,2,0.0,0.16729521751403809,0.310371994972229,4.920391082763672,2021-11-07 00:00:00,2021-11-08 00:00:00
meltemyeter5,meltemyeter5,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
mr_sokrates_,mr_sokrates_,1,1,2,0.0,0.13844241201877594,0.1784774512052536,7.475124835968018,2021-11-07 00:00:00,2021-11-08 00:00:00
robbertucci,robbertucci,1,1,2,0.0,0.47434505820274353,0.05130987614393234,3.1646664142608643,2021-11-07 00:00:00,2021-11-08 00:00:00
thegrandview2,thegrandview2,1,1,2,0.0,0.29582175612449646,0.14188557863235474,5.273144245147705,2021-11-07 00:00:00,2021-11-08 00:00:00
anarcodan,anarcodan,1,1,2,0.0,0.03201783820986748,0.3056718409061432,10.764861106872559,2021-11-07 00:00:00,2021-11-08 00:00:00
crypto0din0x,crypto0din0x,2,2,4,0.0,0.8872760236263275,0.2858085259795189,6.227931499481201,2021-11-07 00:00:00,2021-11-08 00:00:00
joshyfyed,mikeeey_21,1,0,1,1.0,0.9954869747161865,0.3085070252418518,6.098562240600586,2021-11-07 00:00:00,2021-11-08 00:00:00
nunya17762021,nunya17762021,3,3,6,0.0,0.30032601952552795,0.28345127403736115,5.445067405700684,2021-11-07 00:00:00,2021-11-08 00:00:00
ofbosphorus,ofbosphorus,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
reemktww,reemktww,1,1,2,0.0,0.6490680575370789,0.08440177887678146,10.621299743652344,2021-11-07 00:00:00,2021-11-08 00:00:00
solyommark,solyommark,1,1,2,0.0,0.6058520078659058,0.25899240374565125,5.670407295227051,2021-11-07 00:00:00,2021-11-08 00:00:00
alchil456,alchil456,1,1,2,0.0,0.6799169182777405,0.11774811893701553,6.01781702041626,2021-11-07 00:00:00,2021-11-08 00:00:00
tommaxofficial,chelsea0000020,0,2,2,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
eddie_ed666,eddie_ed666,1,1,2,0.0,0.9203465580940247,0.2452448159456253,5.075886249542236,2021-11-07 00:00:00,2021-11-08 00:00:00
hwha0831,hwha0831,1,1,2,0.0,0.5663628578186035,0.15443815290927887,7.062187671661377,2021-11-07 00:00:00,2021-11-08 00:00:00
juanpad89807860,juanpad89807860,2,2,4,0.0,0.8743513226509094,0.1777762472629547,5.694915056228638,2021-11-07 00:00:00,2021-11-08 00:00:00
monica93911291,monica93911291,1,1,2,0.0,0.5128355026245117,0.278461754322052,5.897083282470703,2021-11-07 00:00:00,2021-11-08 00:00:00
mrasit10330089,mrasit10330089,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
j0hnwang,rewkang,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
octavioaurbina,sepjaqui,1,0,1,1.0,0.03038751520216465,0.35246703028678894,8.669283866882324,2021-11-07 00:00:00,2021-11-08 00:00:00
bz6r4uxecvfyryk,bz6r4uxecvfyryk,1,1,2,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-11-07 00:00:00,2021-11-08 00:00:00
icolinkcom,icolinkcom,1,1,2,0.0,0.8249645233154297,0.13496115803718567,5.814798355102539,2021-11-07 00:00:00,2021-11-08 00:00:00
khughbreslin,khughbreslin,1,1,2,0.0,0.5091009736061096,0.32223713397979736,6.457926273345947,2021-11-07 00:00:00,2021-11-08 00:00:00
raretoshi,mx12levins,1,1,2,0.0,0.6170974373817444,0.2448035329580307,6.561402320861816,2021-11-07 00:00:00,2021-11-08 00:00:00
pauldababy,pauldababy,1,1,2,0.0,0.8457985520362854,0.21232576668262482,5.080955505371094,2021-11-07 00:00:00,2021-11-08 00:00:00
tameus,tameus,2,2,4,0.0,0.5368970148265362,0.23215128481388092,6.212841510772705,2021-11-07 00:00:00,2021-11-08 00:00:00
cryptodora,cryptodora,1,1,2,0.0,0.46452999114990234,0.061563171446323395,9.175948143005371,2021-11-07 00:00:00,2021-11-08 00:00:00
dlorahzz,dlorahzz,1,1,2,0.0,0.9203465580940247,0.2452448159456253,5.075886249542236,2021-11-07 00:00:00,2021-11-08 00:00:00
fethi56107371,fethi56107371,1,1,2,0.0,0.9360312819480896,0.23137232661247253,9.581496238708496,2021-11-07 00:00:00,2021-11-08 00:00:00
jennadeea2000,jennadeea2000,1,1,2,0.0,0.953601062297821,0.2084473967552185,5.672727584838867,2021-11-07 00:00:00,2021-11-08 00:00:00
mesutka78500234,mesutka78500234,1,1,2,0.0,0.914279580116272,0.39841726422309875,10.658272743225098,2021-11-07 00:00:00,2021-11-08 00:00:00
strawbeirie,strawbeirie,1,1,2,0.0,0.9112065434455872,0.3523847460746765,3.633732795715332,2021-11-07 00:00:00,2021-11-08 00:00:00
youngezer,youngezer,1,1,2,0.0,0.32391074299812317,0.12925051152706146,8.239476203918457,2021-11-07 00:00:00,2021-11-08 00:00:00
ysaskan,ysaskan,1,1,2,0.0,0.914279580116272,0.39841726422309875,10.658272743225098,2021-11-07 00:00:00,2021-11-08 00:00:00
alvanokey,alvanokey,1,1,2,0.0,0.7307883501052856,0.17347954213619232,6.587996006011963,2021-11-07 00:00:00,2021-11-08 00:00:00
alyencka,alyencka,1,1,2,0.0,0.16729521751403809,0.310371994972229,4.920391082763672,2021-11-07 00:00:00,2021-11-08 00:00:00
cuhripto,cuhripto,2,2,4,0.0,0.9438665807247162,0.3244950473308563,5.170716047286987,2021-11-07 00:00:00,2021-11-08 00:00:00
ebru30369513,ebru30369513,1,1,2,0.0,0.6918609142303467,0.38372182846069336,7.332021236419678,2021-11-07 00:00:00,2021-11-08 00:00:00
ernealist,ernealist,1,1,2,0.0,0.9635429382324219,0.34658288955688477,9.194266319274902,2021-11-07 00:00:00,2021-11-08 00:00:00
herpthederp62,herpthederp62,1,1,2,0.0,0.5414498448371887,0.25359490513801575,5.817605018615723,2021-11-07 00:00:00,2021-11-08 00:00:00
merfaru55918223,merfaru55918223,1,1,2,0.0,0.914279580116272,0.39841726422309875,10.658272743225098,2021-11-07 00:00:00,2021-11-08 00:00:00
penguen20232025,penguen20232025,1,1,2,0.0,0.5548885464668274,0.2021707445383072,11.250380516052246,2021-11-07 00:00:00,2021-11-08 00:00:00
sasallhakk,sasallhakk,2,2,4,0.0,0.9118453860282898,0.1806163340806961,5.0528883934021,2021-11-07 00:00:00,2021-11-08 00:00:00
sayeddorrah,sayeddorrah,1,1,2,0.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
atmaca_1907,atmaca_1907,1,1,2,0.0,0.22958765923976898,0.22118130326271057,8.241089820861816,2021-11-07 00:00:00,2021-11-08 00:00:00
mutiatifa,mutiatifa,1,1,2,0.0,0.9245400428771973,0.30142736434936523,4.442747592926025,2021-11-07 00:00:00,2021-11-08 00:00:00
onewinners_1,onewinners_1,2,2,4,0.0,0.9108913838863373,0.3862247169017792,5.406896591186523,2021-11-07 00:00:00,2021-11-08 00:00:00
darwisdjailani,darwisdjailani,1,1,2,0.0,0.22795331478118896,0.2285718023777008,4.998366355895996,2021-11-07 00:00:00,2021-11-08 00:00:00
realmetanurse,j3s3rli,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
lhanik29746669,lhanik29746669,1,1,2,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965,2021-11-07 00:00:00,2021-11-08 00:00:00
wagerwireusa,powellanalytics,0,1,1,-1.0,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
semihh_turkenn,semihh_turkenn,1,1,2,0.0,0.8272035121917725,0.24610404670238495,12.168207168579102,2021-11-07 00:00:00,2021-11-08 00:00:00
