id,original_dataset,twitter_query,statuses_count,listed_count,favourites_count,friends_count,followers_count,name,messages_sent,messages_received,out_degree,in_degree,degree,messages_total,contribution_index,cluster,sentiment_avg,emotionality_avg,complexity_avg,start_time_,end_time_
lalo86455649,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,7835,0,36276,616,270,lalo,1,1,6,2,8,2,0.0,cluster_8,0.66898113489151,0.17568829655647278,9.064480781555176,2021-11-07 00:00:00,2021-11-08 00:00:00
bklyjudicial,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1513,1,307,1011,615,Berkeley Judicial Institute,1,1,5,2,7,2,0.0,cluster_8,0.88245689868927,0.18866893649101257,5.843250751495361,2021-11-29 00:00:00,2021-11-30 00:00:00
statebaddie,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,WILD STATE BADDIES,1,3,2,4,6,4,-0.5,cluster_8,0.7130443453788757,0.1746799647808075,5.19780158996582,2021-11-14 00:00:00,2021-11-15 00:00:00
not_tsuuna,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,12846,3,63049,2118,261,Post-Halloween Depression Tsuuna,1,1,3,2,5,2,0.0,cluster_8,0.49624770879745483,0.15998128056526184,5.784689426422119,2021-11-14 00:00:00,2021-11-15 00:00:00
palalettt221,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,82166,0,4495,264,180,〜 🦁🚀💎 | 🄿🄰🄻🄰🄻🄴🅃 💎☄️🦁〜,1,1,4,2,6,2,0.0,cluster_8,,,,2021-10-31 00:00:00,2021-11-01 00:00:00
braddd01562344,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,9461,11,24098,1467,639,B__--__--__--,1,1,3,2,5,2,0.0,cluster_8,0.9061892032623291,0.20418773591518402,4.091566562652588,2021-11-07 00:00:00,2021-11-08 00:00:00
aika200031501,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,2291,0,1792,113,24,愛加,1,1,3,2,5,2,0.0,cluster_8,0.8585128784179688,0.4614240229129791,7.465412139892578,2021-12-12 00:00:00,2021-12-13 00:00:00
hinhinhanhanhha,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,21263,3,62,2392,1125,are you a robot？相互フォロー,1,1,3,3,6,2,0.0,cluster_8,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-12-26 00:00:00,2021-12-27 00:00:00
winter_bear_92,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,3880,0,25191,350,129,𝐴𝑙𝑒𝑥𝑎⁷,1,1,4,2,6,2,0.0,cluster_8,0.9309948086738586,0.30108463764190674,8.822542190551758,2021-11-07 00:00:00,2021-11-08 00:00:00
thomaskleimann,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,49009,10,33133,1394,1089,RT🔁ThomasKleimann🔁RT,3,3,4,3,7,6,0.0,cluster_8,0.6928085486094157,0.18495336174964905,5.705465475718181,2021-11-28 00:00:00,2021-11-29 00:00:00
aoiotukisama_,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,360503,45,398408,2342,3357,☪️蒼月,2,2,5,2,7,4,0.0,cluster_8,0.5677259862422943,0.08465210068970919,9.938560247421265,2021-11-07 00:00:00,2021-11-08 00:00:00
becomingtheo01,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,405,0,1784,148,19,Theo,1,1,6,2,8,2,0.0,cluster_8,0.8316241502761841,0.2681703269481659,4.789129734039307,2021-12-05 00:00:00,2021-12-06 00:00:00
giaonlyfans1,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,9726,4,5881,837,1667,GIA B,2,2,4,2,6,4,0.0,cluster_8,0.7499655187129974,0.25982674956321716,5.901806354522705,2021-12-12 00:00:00,2021-12-13 00:00:00
876_bts,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,27552,12,7653,190,4107,Jamaican ARMY Union⁷ 🖤💚💛,1,2,2,3,5,3,-0.33,cluster_8,0.7583515048027039,0.2521117627620697,6.1676554679870605,2021-11-07 00:00:00,2021-11-08 00:00:00
i_love_saas,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,141,0,41,84,87,SaaSy,2,3,4,3,7,5,-0.2,cluster_8,0.8605121970176697,0.20137417316436768,5.25314474105835,2021-12-21 00:00:00,2021-12-22 00:00:00
66nettie,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1088,3,2455,294,69,Annette Sandom,1,1,4,2,6,2,0.0,cluster_8,0.4530494511127472,0.2109180986881256,5.011720180511475,2021-11-14 00:00:00,2021-11-15 00:00:00
alien_apkstore,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,7886,1,66,231,222,READY APP PREM/GIFT BOX • WA ON TERUS 🍂,1,1,3,2,5,2,0.0,cluster_8,0.8269966244697571,0.19412505626678467,6.422330379486084,2021-12-26 00:00:00,2021-12-27 00:00:00
artsyg4l,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1456,2,20627,129,3406,kay (18+)🐉,1,1,3,2,5,2,0.0,cluster_8,0.15651929378509521,0.24552951753139496,6.275341987609863,2021-11-07 00:00:00,2021-11-08 00:00:00
f1mver,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,886,3,691,217,188,🦋| this was clssy,2,2,5,2,7,4,0.0,cluster_8,0.5059967190027237,0.2656005322933197,4.472733378410339,2021-11-07 00:00:00,2021-11-08 00:00:00
reza25238951,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,2520,0,1657,990,7,Reza,2,2,6,4,10,4,0.0,cluster_8,0.9960935115814209,0.24293085932731628,5.146582126617432,2021-11-28 00:00:00,2021-11-29 00:00:00
r_ru9n,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,R様☆ #AGE14 【無所属】,1,3,2,4,6,4,-0.5,cluster_8,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-12-12 00:00:00,2021-12-13 00:00:00
paddysafe,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,3372,2,6732,1558,985,Paddy PEPE,2,3,7,4,11,5,-0.2,cluster_8,0.528455913066864,0.187698595225811,7.070166110992432,2021-11-14 00:00:00,2021-11-15 00:00:00
nelliesjewelry,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,63323,75,4765,1510,4678,nellie ⭐️,3,4,3,3,6,7,-0.14,cluster_8,0.7462957600752512,0.25913238525390625,6.892594178517659,2021-12-21 00:00:00,2021-12-22 00:00:00
merlinukg,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1158,2,1558,368,269,Merlin,2,2,4,2,6,4,0.0,cluster_8,0.9316181242465973,0.1775093600153923,6.256880044937134,2021-12-21 00:00:00,2021-12-22 00:00:00
shakila10590503,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,2857,0,1662,1019,32,shakil ahmad,3,3,7,4,11,6,0.0,cluster_8,0.7385106484095255,0.25526711841424304,6.051672538121541,2021-12-05 00:00:00,2021-12-06 00:00:00
ajith83574222,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,17783,0,11823,170,112,Ajith Kumar,1,1,3,2,5,2,0.0,cluster_8,0.8382613062858582,0.23002932965755463,5.577086925506592,2021-12-05 00:00:00,2021-12-06 00:00:00
lmp1989,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,600,1,3536,1254,199,Luis Puntoriero,1,1,3,2,5,2,0.0,cluster_8,0.037769582122564316,0.32475608587265015,5.795016288757324,2021-12-21 00:00:00,2021-12-22 00:00:00
fearisimmortal,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,2622,0,13752,82,53,Poça de ódio(e carência),1,2,3,3,6,3,-0.33,cluster_8,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
ajiboyesandra,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,pere's godmother✊✊✊✊,1,3,3,4,7,4,-0.5,cluster_8,0.8439867496490479,0.2635614573955536,5.645148277282715,2021-11-07 00:00:00,2021-11-08 00:00:00
leakaxzzz,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,132556,0,207867,353,252,†DONDA†,1,2,2,3,5,3,-0.33,cluster_8,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-11-29 00:00:00,2021-11-30 00:00:00
mcquxen,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,97,1,4674,146,166,🐓,1,1,5,2,7,2,0.0,cluster_8,,,,2021-11-07 00:00:00,2021-11-08 00:00:00
ccysally,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,41985,0,4417,282,69,s💭🚀,1,1,4,2,6,2,0.0,cluster_8,,,,2021-10-31 00:00:00,2021-11-01 00:00:00
watermee_,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,5,0,13,5,0,Watermelonsugar,1,1,4,2,6,2,0.0,cluster_8,0.4513109028339386,0.16610309481620789,5.426337718963623,2021-12-26 00:00:00,2021-12-27 00:00:00
jeffdeh,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,692,0,16118,128,901,⁴⁵⁶,3,8,3,4,7,11,-0.45,cluster_8,0.9417404532432556,0.34164657195409137,5.918631235758464,2021-11-29 00:00:00,2021-11-30 00:00:00
djmistaxclusive,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,564097,141,266,3620,6531,DJ Mista Xclusive™,38,38,3,2,5,76,0.0,cluster_8,0.8640431055897161,0.20028333169849297,6.329670491971467,2021-12-12 00:00:00,2021-12-13 00:00:00
novalux3000,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,409,3,5057,1094,428,NovaLux3000,1,1,3,2,5,2,0.0,cluster_8,0.8018041849136353,0.2293822169303894,5.272834777832031,2021-10-31 00:00:00,2021-11-01 00:00:00
slawek1110,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,3483,4,890,177,11,Slawek1110,1,1,6,2,8,2,0.0,cluster_8,0.8621543645858765,0.23546424508094788,9.020295143127441,2021-11-29 00:00:00,2021-11-30 00:00:00
jerisaputra1625,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,847,0,659,218,11,Jeri Saputra,3,3,5,2,7,6,0.0,cluster_8,0.6759845415751139,0.1968267485499382,4.956198056538899,2021-11-29 00:00:00,2021-11-30 00:00:00
lucky_jeweltwi,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,14575,0,363,1601,17,のえ,1,2,3,3,6,3,-0.33,cluster_8,0.6456560492515564,0.14889603853225708,6.264550685882568,2021-12-26 00:00:00,2021-12-27 00:00:00
rubndar64650582,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,2853,0,3777,515,317,Rubén Darío,1,1,6,2,8,2,0.0,cluster_8,0.4666283130645752,0.18291404843330383,8.306777954101562,2021-11-14 00:00:00,2021-11-15 00:00:00
yoonie206,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,5099,0,30621,136,24,ᵀʰᵉ ᴮᵉˢᵗ ʸᵒᵒⁿᵍⁱⁿⁱˢᵗᵃ^_^♡🌷,1,1,4,2,6,2,0.0,cluster_8,0.6349651217460632,0.12230918556451797,7.726378917694092,2021-11-14 00:00:00,2021-11-15 00:00:00
f4wnm8fsmfjgloa,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1155,0,32,207,4,まる,2,2,3,2,5,4,0.0,cluster_8,0.9050199091434479,0.4652419239282608,7.2250964641571045,2021-12-05 00:00:00,2021-12-06 00:00:00
tee_4_tolu,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1908,1,5691,204,230,Tee_4_Tolu✌🏿,1,1,3,2,5,2,0.0,cluster_8,0.7835871577262878,0.22623416781425476,6.306427955627441,2021-12-12 00:00:00,2021-12-13 00:00:00
freedom02110221,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,26098,10,6247,1716,255,凛々,1,1,3,2,5,2,0.0,cluster_8,0.8585128784179688,0.4614240229129791,7.465412139892578,2021-12-12 00:00:00,2021-12-13 00:00:00
turumakiheart,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,69422,28,1102,3163,578,ハピ☀️はろ,1,1,3,2,5,2,0.0,cluster_8,0.8585128784179688,0.4614240229129791,7.465412139892578,2021-12-12 00:00:00,2021-12-13 00:00:00
scorpiali,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,2950,2,1642,2733,171,scorpiali,2,2,5,3,8,4,0.0,cluster_8,0.6529015451669693,0.17164697498083115,3.303928017616272,2021-11-07 00:00:00,2021-11-08 00:00:00
zulimachcobo_,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,Zulima,0,1,0,1,1,1,-1.0,cluster_8,,,,2021-11-14 00:00:00,2021-11-15 00:00:00
_jocas0208_,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,_jocas_ ❄️🎄🕺💃,1,2,4,3,7,3,-0.33,cluster_8,0.35826289653778076,0.3073247969150543,5.6808905601501465,2021-12-12 00:00:00,2021-12-13 00:00:00
ejfoundation,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,Environmental Justice Foundation,0,1,0,1,1,1,-1.0,cluster_8,,,,2021-12-26 00:00:00,2021-12-27 00:00:00
charitymiles,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,Charity Miles,0,1,0,1,1,1,-1.0,cluster_8,,,,2021-11-29 00:00:00,2021-11-30 00:00:00
yuri_oshikawa,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,推川 ゆうり/Yuri Oshikawa,0,4,0,4,4,4,-1.0,cluster_8,,,,2021-11-14 00:00:00,2021-11-15 00:00:00
davidsacks,SOL_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,SOL,0,0,0,0,0,David Sacks,1,5,5,6,11,6,-0.67,cluster_8,0.539081335067749,0.1474098265171051,4.819774627685547,2021-12-21 00:00:00,2021-12-22 00:00:00
ksheebah1,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,0,0,0,0,0,Sheebah,0,2,0,2,2,2,-1.0,cluster_8,,,,2021-11-29 00:00:00,2021-11-30 00:00:00
charleehanna,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,50137,144,4997,3255,3639,Charlee Hanna,1,3,3,4,7,4,-0.5,cluster_8,0.590968668460846,0.12034697085618973,5.778162956237793,2021-11-14 00:00:00,2021-11-15 00:00:00
lesi_lez,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,78,0,306,62,50,Leslie ✨,1,2,3,3,6,3,-0.33,cluster_8,0.6326679587364197,0.14781726896762848,5.111282825469971,2021-12-18 00:00:00,2021-12-19 00:00:00
agr45rpm,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,759,0,1086,137,36,Alan Richmond,1,1,4,2,6,2,0.0,cluster_8,0.09979422390460968,0.2702599763870239,4.878486156463623,2021-12-21 00:00:00,2021-12-22 00:00:00
stella_sachiko,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,14997,16,28891,935,953,祥子−stella sachiko−,1,1,3,2,5,2,0.0,cluster_8,0.9192183017730713,0.54429030418396,7.432377815246582,2021-11-29 00:00:00,2021-11-30 00:00:00
adorelm31,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,448860,110,377457,4998,4471,Jacqueline,2,2,4,2,6,4,0.0,cluster_8,0.5336530730128288,0.31644733250141144,6.635455131530762,2021-12-26 00:00:00,2021-12-27 00:00:00
khaliesso,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,1415,0,7387,122,114,𝕜𝕙𝕒𝕝𝕚𝕖𝕤,1,1,4,2,6,2,0.0,cluster_8,0.4783714711666107,0.14463627338409424,5.413784503936768,2021-11-07 00:00:00,2021-11-08 00:00:00
link_hodlr420,SHIB_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,SHIB,0,0,0,0,0,$LINK 7̷D̷E̷G̷E̷N̷7̷D̷A̷W̷G̷7̷ 𒐪𒐪𒐪,3,4,7,3,10,7,-0.14,cluster_8,0.8098506033420563,0.1860158070921898,5.0541908740997314,2021-11-14 00:00:00,2021-11-15 00:00:00
emperorgozmok,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,29853,1,80516,1336,2018,Ëmperor👑,2,2,5,3,8,4,0.0,cluster_8,0.8137874603271484,0.3281875401735306,4.846873044967651,2021-12-21 00:00:00,2021-12-22 00:00:00
freak_selva,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,68086,0,49823,1183,715,〄FᎡΞ₳₭‿𝚂𝚎𝚕𝚟𝚊❤࿐,6,6,8,2,10,12,0.0,cluster_8,0.6003871609767278,0.15893464411298433,5.601973573366801,2021-12-26 00:00:00,2021-12-27 00:00:00
adhora71780413,LINK_1031_1107_1104_1128_1205_1212_1219_1226_annot_daily_04,LINK,112,0,53,30,0,Adhora,1,1,4,2,6,2,0.0,cluster_8,0.3043898344039917,0.2548213303089142,5.246826648712158,2021-12-12 00:00:00,2021-12-13 00:00:00
