date,a,cluster_strength,Close
2021-11-05,0.5498339973124778,1.0,61125.67578125
2021-11-05,0.5498339973124778,1.0,61125.67578125
2021-11-05,0.5498339973124778,1.0,61125.67578125
2021-11-05,0.31002551887238755,1.0,61125.67578125
2021-11-06,0.5,1.0,61527.48046875
2021-11-07,0.7310585786300049,0.975609756097561,63326.98828125
2021-11-07,0.7310585786300049,0.975609756097561,63326.98828125
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-22,0.5498339973124778,1.0,56289.2890625
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-23,0.7310585786300049,1.0,57569.07421875
2021-11-24,0.5498339973124778,1.0,56280.42578125
2021-11-28,0.23147521650098238,0.9705882352941176,57248.45703125
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.11920292202211755,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-03,0.2689414213699951,0.5,53598.24609375
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.19781611144141825,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-04,0.401312339887548,0.5,49200.703125
2021-12-05,0.598687660112452,0.9913793103448276,49368.84765625
2021-12-05,0.598687660112452,0.9913793103448276,49368.84765625
2021-12-07,0.45016600268752216,1.0,50700.0859375
2021-12-07,0.45016600268752216,1.0,50700.0859375
2021-12-07,0.45016600268752216,1.0,50700.0859375
2021-12-11,0.45016600268752216,0.5,49362.5078125
2021-12-12,0.45016600268752216,0.9629629629629629,50098.3359375
2021-12-12,0.45016600268752216,0.9629629629629629,50098.3359375
2021-12-12,0.45016600268752216,0.9629629629629629,50098.3359375
2021-12-12,0.45016600268752216,0.9629629629629629,50098.3359375
2021-12-12,0.45016600268752216,0.9629629629629629,50098.3359375
2021-12-12,0.45016600268752216,0.9629629629629629,50098.3359375
2021-12-15,0.45016600268752216,1.0,48896.72265625
2021-12-15,0.45016600268752216,1.0,48896.72265625
2021-12-15,0.45016600268752216,1.0,48896.72265625
2021-12-16,0.2689414213699951,1.0,47665.42578125
2021-12-16,0.2689414213699951,1.0,47665.42578125
2021-12-16,0.2689414213699951,1.0,47665.42578125
2021-12-16,0.2689414213699951,1.0,47665.42578125
2021-12-20,0.45016600268752216,0.6666666666666666,46880.27734375
2021-12-20,0.45016600268752216,0.6666666666666666,46880.27734375
2021-12-20,0.45016600268752216,0.6666666666666666,46880.27734375
2021-12-20,0.45016600268752216,0.6666666666666666,46880.27734375
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-22,0.2689414213699951,1.0,48628.51171875
2021-12-26,0.45016600268752216,0.9971181556195965,50809.515625
2021-12-26,0.45016600268752216,0.9971181556195965,50809.515625
